wkt_geom,MARKID,MARKTYPE1,MARKTYPE2,MARKNAME1,MARKNAME2,異動日期_西元年月,ADDRESS,TEL,坐標系統
Point (302711.20100000035017729 2768925.81900000013411045),A0000000544,9960103,,臺北捷運古亭站-出入口6,北捷古亭站-出入口6,202202,臺北市中正區羅斯福路二段43號,,TM2
Point (302655.32600000035017729 2768944.51899999938905239),A0000000543,9960103,,臺北捷運古亭站-出入口7,北捷古亭站-出入口7,202202,臺北市中正區羅斯福路二段50號、近郵政醫院、婦幼醫院,,TM2
Point (302361.89400000032037497 2769451.34699999913573265),A0000000534,9960103,,臺北捷運中正紀念堂站-出入口3,北捷中正紀念堂站-出入口3,201504,臺北市中正區羅斯福路一段、近金華街口,,TM2
Point (302290.57799999974668026 2769487.2090000007301569),A0000000535,9960103,,臺北捷運中正紀念堂站-出入口2,北捷中正紀念堂站-出入口2,201504,臺北市中正區羅斯福路一段8之1號,,TM2
Point (307507.06599999964237213 2769490.29900000058114529),A0000006444,9960103,,臺北捷運象山站-出入口2,北捷象山站-出入口2,201511,臺北市信義區信義路五段150巷口、近象山公園、信義快速道路,,TM2
Point (304883.11899999994784594 2769527.49200000055134296),A0000006454,9960103,,臺北捷運大安站-出入口5,北捷大安站-出入口5,201511,臺北市大安區信義路四段與復興南路二段交叉、近信義路四段30巷8弄口,,TM2
Point (306869.07000000029802322 2769528.41300000064074993),A0000006451,9960103,,臺北捷運台北101/世貿站-出入口3,北捷台北101/世貿站-出入口3,201511,臺北市信義區信義路五段20號,,TM2
Point (306720.94299999997019768 2769531.34999999962747097),A0000000677,9960103,,臺北捷運台北101/世貿站-出入口2,北捷台北101/世貿站-出入口2,201504,臺北市信義區信義路五段與莊敬路口、世貿一館對面,,TM2
Point (305762.63470000028610229 2769534.97210000082850456),A0000013761,9960103,,臺北捷運信義安和站-出入口2A,北捷信義安和站-出入口2A,202202,臺北市大安區信義路四段與安和路二段路口,,TM2
Point (307524.09300000034272671 2769538.96600000001490116),A0000000739,9960103,,臺北捷運象山站_R02,北捷象山站_R02,202001,臺北市信義區信義路五段152號B1,02-218-12345,TM2
Point (306855.20899999979883432 2769545.11600000038743019),A0000000701,9960103,,臺北捷運台北101/世貿站_R03,北捷台北101/世貿站_R03,202202,臺北市信義區信義路五段20號B1,02-218-12345,TM2
Point (307578.66899999976158142 2769551.28500000014901161),A0000000680,9960103,,臺北捷運象山站-出入口3,北捷象山站-出入口3,201504,臺北市信義區信義路五段、近91巷、信義快速道路,,TM2
Point (305856.9150000000372529 2769551.67699999921023846),A0000007245,9960103,,臺北捷運信義安和站-出入口4,北捷信義安和站-出入口4,201504,臺北市大安區信義路四段248號與通安街口,,TM2
Point (305820.48799999989569187 2769552.15799999982118607),A0000007246,9960103,,臺北捷運信義安和站-出入口3,北捷信義安和站-出入口3,202202,臺北市大安區信義路四段236號與通安街口,,TM2
Point (307458.4150000000372529 2769552.9010000005364418),A0000006458,9960103,,臺北捷運象山站-出入口1,北捷象山站-出入口1,202202,臺北市信義區信義路五段與松勇路口,,TM2
Point (305725.84200000017881393 2769553.90499999932944775),A0000007247,9960103,,臺北捷運信義安和站-出入口2,北捷信義安和站-出入口2,201504,臺北市大安區信義路四段與安和路二段路口、安和路派出所前,,TM2
Point (304889.1919999998062849 2769556.29299999959766865),A0000006461,9960103,,臺北捷運大安站-出入口4,北捷大安站-出入口4,202202,臺北市大安區信義路四段2號與復興南路二段交叉口,,TM2
Point (304857.1578999999910593 2769562.07719999924302101),A0000013776,9960103,,臺北捷運大安站_BR09_R05,北捷大安站_BR09_R05,202202,臺北市大安區信義路四段2號、信義路三段180號B1,02-218-12345,TM2
Point (306695.82000000029802322 2769564.30299999937415123),A0000000513,9960103,,臺北捷運台北101/世貿站-出入口1,北捷台北101/世貿站-出入口1,201504,臺北市信義區信義路五段與莊敬路口、世貿一館旁,,TM2
Point (305797.06400000024586916 2769565.84400000050663948),A0000000724,9960103,,臺北捷運信義安和站_R04,北捷信義安和站_R04,201808,臺北市大安區信義路四段212之1號B1,02-218-12345,TM2
Point (304046.98000000044703484 2769566.55199999921023846),A0000007237,9960103,,臺北捷運大安森林公園站-出入口4,北捷大安森林公園站-出入口4,201504,臺北市大安區信義路三段、東側光塔,,TM2
Point (304108.58100000023841858 2769566.73399999924004078),A0000007236,9960103,,臺北捷運大安森林公園站-出入口5,北捷大安森林公園站-出入口5,201504,臺北市大安區信義路三段、近建國南路二段,,TM2
Point (303997.09900000039488077 2769567.59799999929964542),A0000007238,9960103,,臺北捷運大安森林公園站-出入口3,北捷大安森林公園站-出入口3,201504,臺北市大安區信義路三段、西側光塔,,TM2
Point (302235.97900000028312206 2769568.80199999921023846),A0000010311,9960103,,臺北捷運中正紀念堂站-出入口1,北捷中正紀念堂站-出入口1,201710,臺北市中正區羅斯福路一段、近勞保局,,TM2
Point (304740.5130000002682209 2769571.12099999934434891),A0000006468,9960103,,臺北捷運大安站-出入口3,北捷大安站-出入口3,201511,臺北市大安區信義路三段180號、近166巷口,,TM2
Point (303951.98799999989569187 2769573.82399999909102917),A0000000675,9960103,,臺北捷運大安森林公園站-出入口2,北捷大安森林公園站-出入口2,201504,臺北市大安區信義路三段、近新生南路二段,,TM2
Point (306943.21499999985098839 2769576.68099999986588955),A0000000678,9960103,,臺北捷運台北101/世貿站-出入口4,北捷台北101/世貿站-出入口4,202202,臺北市信義區信義路五段7號B1、臺北101B1廣場,,TM2
Point (306843.87330000009387732 2769583.89079999923706055),A0000000679,9960103,,臺北捷運台北101/世貿站-出入口5,北捷台北101/世貿站-出入口5,202401,臺北市信義區信義路五段與市府路口、世貿一館旁,,TM2
Point (305856.63599999994039536 2769597.60099999979138374),A0000006475,9960103,,臺北捷運信義安和站-出入口5,北捷信義安和站-出入口5,201511,臺北市大安區信義路四段239巷口,,TM2
Point (304025.5130000002682209 2769600.98100000061094761),A0000000685,9960103,,臺北捷運大安森林公園站_R06,北捷大安森林公園站_R06,201808,臺北市大安區信義路三段100號B1,02-218-12345,TM2
Point (305761.38700000010430813 2769606.68099999986588955),A0000000514,9960103,,臺北捷運信義安和站-出入口1,北捷信義安和站-出入口1,202202,臺北市大安區信義路四段與安和路一段路口,,TM2
Point (302229.9881999995559454 2769609.03390000015497208),A0000013805,9960103,,臺北捷運中正紀念堂站_G10_R8,北捷中正紀念堂站_G10_R8,202202,臺北市中正區羅斯福路一段8之1號B1,02-218-12345,TM2
Point (303426.24399999994784594 2769610.39200000092387199),A0000000671,9960103,,臺北捷運東門站-出入口5,北捷東門站-出入口5,202202,臺北市大安區信義路二段166號、近永康街口,,TM2
Point (304693.2369999997317791 2769610.74200000055134296),A0000006491,9960103,,臺北捷運大安站-出入口1,北捷大安站-出入口1,202202,臺北市大安區信義路三段147之1號、近147巷口、近臺北農會信義大樓,,TM2
Point (304671.23900000005960464 2769615.8359999991953373),A0000007232,9960103,,臺北捷運大安站-出入口2,北捷大安站-出入口2,202202,臺北市大安區信義路三段145號、師大附中旁,,TM2
Point (303370.84599999990314245 2769618.5989999994635582),A0000000670,9960103,,臺北捷運東門站-出入口4,北捷東門站-出入口4,201504,臺北市大安區信義路二段148巷口、近麗水街口,,TM2
Point (303270.62700000032782555 2769621.10099999979138374),A0000000674,9960103,,臺北捷運東門站-出入口3,北捷東門站-出入口3,201504,臺北市大安區信義路二段114巷口,,TM2
Point (303932.99500000011175871 2769633.17699999921023846),A0000000515,9960103,,臺北捷運大安森林公園站-出入口1,北捷大安森林公園站-出入口1,201504,臺北市大安區信義路三段、信義路三段31巷口,,TM2
Point (303464.14099999982863665 2769635.49599999934434891),A0000000673,9960103,,臺北捷運東門站-出入口6,北捷東門站-出入口6,201504,臺北市大安區信義路二段、近連雲街口,,TM2
Point (304093.41299999970942736 2769638.32599999941885471),A0000006489,9960103,,臺北捷運大安森林公園站-出入口6,北捷大安森林公園站-出入口6,202202,臺北市大安區信義路三段、仁愛路三段24巷口、近工業局,,TM2
Point (303442.89900000020861626 2769639.23799999989569187),A0000000672,9960103,,臺北捷運東門站-出入口7,北捷東門站-出入口7,201504,臺北市大安區近信義路二段191號,,TM2
Point (303337.93950000032782555 2769641.4107000008225441),A0000013830,9960103,,臺北捷運東門站_O06_R07,北捷東門站_O06_R07,202202,臺北市大安區信義路二段166號B1,02-218-12345,TM2
Point (303377.62999999988824129 2769658.91499999910593033),A0000000676,9960103,,臺北捷運東門站-出入口8,北捷東門站-出入口8,201504,臺北市大安區信義路二段163號、東門郵局旁,,TM2
Point (303279.36099999956786633 2769661.80700000002980232),A0000000469,9960103,,臺北捷運東門站-出入口1,北捷東門站-出入口1,202202,臺北市大安區信義路二段、近臨沂街口,,TM2
Point (303241.22200000006705523 2769667.35899999924004078),A0000000669,9960103,,臺北捷運東門站-出入口2,北捷東門站-出入口2,202202,臺北市大安區信義路二段與金山南路一段路口,,TM2
Point (304876.54999999981373549 2769667.81000000052154064),A0000007230,9960103,,臺北捷運大安站-出入口6,北捷大安站-出入口6,201504,臺北市大安區復興南路一段317號,,TM2
Point (302063.36000000033527613 2769707.51700000092387199),A0000000538,9960103,,臺北捷運中正紀念堂站-出入口7,北捷中正紀念堂站-出入口7,202202,臺北市中正區愛國西路2號、近中央銀行,,TM2
Point (300458.40400000009685755 2769754.78099999949336052),A0000000643,9960103,,臺北捷運龍山寺站-出入口2,北捷龍山寺站-出入口2,202202,臺北市萬華區和平西路三段、近萬華區公所,,TM2
Point (302184.53000000026077032 2769770.00400000065565109),A0000000470,9960103,,臺北捷運中正紀念堂站-出入口5,北捷中正紀念堂站-出入口5,201504,臺北市中正區愛國東路、中山南路口、近中正紀念堂,,TM2
Point (300537.82600000035017729 2769773.60999999940395355),A0000000750,9960103,,臺北捷運龍山寺站_BL10,北捷龍山寺站_BL10,201808,臺北市萬華區西園路一段153號,02-218-12345,TM2
Point (301604.41600000020116568 2769779.82399999909102917),A0000000562,9960103,,臺北捷運小南門站-出入口4,北捷小南門站-出入口4,202202,臺北市中正區愛國西路22號、近臺灣菸酒公司,,TM2
Point (301576.35800000000745058 2769785.75999999977648258),A0000008609,9960103,,臺北捷運小南門站_G11,北捷小南門站_G11,202202,臺北市中正區愛國西路22號B1,02-218-12345,TM2
Point (301570.37999999988824129 2769787.81000000052154064),A0000000561,9960103,,臺北捷運小南門站-出入口3,北捷小南門站-出入口3,202202,臺北市中正區愛國西路、博愛路口、近植物園,,TM2
Point (300621.01599999982863665 2769793.6830000001937151),A0000000644,9960103,,臺北捷運龍山寺站-出入口3,北捷龍山寺站-出入口3,201504,臺北市萬華區和平西路三段81巷口、近康定路,,TM2
Point (300412.60170000046491623 2769800.2864999994635582),A0000000471,9960103,,臺北捷運龍山寺站-出入口1,北捷龍山寺站-出入口1,202202,臺北市萬華區和平西路三段、西園路一段路口,,TM2
Point (301459.14599999971687794 2769830.02199999988079071),A0000000560,9960103,,臺北捷運小南門站-出入口2,北捷小南門站-出入口2,201504,臺北市中正區愛國西路30號,,TM2
Point (302123.67399999964982271 2769841.99899999983608723),A0000000537,9960103,,臺北捷運中正紀念堂站-出入口6,北捷中正紀念堂站-出入口6,201504,臺北市中正區愛國西路、中山南路口、市立大學附設小學、國家圖書館,,TM2
Point (301446.11099999956786633 2769907.15699999965727329),A0000000559,9960103,,臺北捷運小南門站-出入口1,北捷小南門站-出入口1,201504,臺北市中正區愛國西路、後備指揮部旁,,TM2
Point (303785.51800000015646219 2770404.50799999944865704),A0000000635,9960103,,臺北捷運忠孝新生站-出入口6,北捷忠孝新生站-出入口6,202202,臺北市大安區新生南路一段、濟南路口,,TM2
Point (308055.71499999985098839 2770407.99000000022351742),A0000006635,9960103,,臺北捷運永春站-出入口2,北捷永春站-出入口2,201511,臺北市信義區忠孝東路五段420號,,TM2
Point (308181.803999999538064 2770412.37600000016391277),A0000000630,9960103,,臺北捷運永春站-出入口4,北捷永春站-出入口4,201504,臺北市信義區忠孝東路五段464號與虎林街交叉口、臺北永春郵局前,,TM2
Point (308150.45600000023841858 2770412.46700000017881393),A0000000629,9960103,,臺北捷運永春站-出入口3,北捷永春站-出入口3,202202,臺北市信義區忠孝東路五段446號,,TM2
Point (302046.76829999964684248 2770420.08469999954104424),A0000014218,9960103,,臺北捷運台大醫院站-出入口1,北捷台大醫院站-出入口1,202202,臺北市中正區公園路52號、近總統府,,TM2
Point (308132.36099999956786633 2770425.47900000028312206),A0000000706,9960103,,臺北捷運永春站_BL19,北捷永春站_BL19,202202,臺北市信義區忠孝東路五段455號,02-218-12345,TM2
Point (307015.1380000002682209 2770425.89499999955296516),A0000006644,9960103,,臺北捷運市政府站-出入口2,北捷市政府站-出入口2,201511,臺北市信義區忠孝東路五段2號、近市府轉運站,,TM2
Point (307224.03699999954551458 2770427.70399999991059303),A0000006645,9960103,,臺北捷運市政府站-出入口3,北捷市政府站-出入口3,201511,臺北市信義區忠孝東路五段與松仁路交叉口、近政府消防局,,TM2
Point (303708.70000000018626451 2770433.80499999970197678),A0000000636,9960103,,臺北捷運忠孝新生站-出入口5,北捷忠孝新生站-出入口5,201504,臺北市大安區新生南路一段56巷口，近濟南路,,TM2
Point (306175.10699999984353781 2770439.78399999998509884),A0000000632,9960103,,臺北捷運國父紀念館站-出入口2,北捷國父紀念館站-出入口2,201504,臺北市信義區忠孝東路四段304號、近觀光局,,TM2
Point (308201.90899999998509884 2770442.23399999924004078),A0000006647,9960103,,臺北捷運永春站-出入口5,北捷永春站-出入口5,201511,臺北市信義區忠孝東路五段455號與虎林街交叉口、近永春市場,,TM2
Point (302133.57990000024437904 2770442.32210000045597553),A0000014228,9960103,,臺北捷運台大醫院站-出入口2,北捷台大醫院站-出入口2,202202,臺北市中正區常德街1號、臺大醫院舊館大門旁,,TM2
Point (308035.0719999996945262 2770446.67100000008940697),A0000006649,9960103,,臺北捷運永春站-出入口1,北捷永春站-出入口1,201511,臺北市信義區忠孝東路五段與423巷口,,TM2
Point (306365.32699999958276749 2770449.52999999932944775),A0000006650,9960103,,臺北捷運國父紀念館站-出入口4,北捷國父紀念館站-出入口4,202202,臺北市信義區忠孝東路四段、光復國小側門旁,,TM2
Point (306310.50600000005215406 2770450.57399999909102917),A0000006652,9960103,,臺北捷運國父紀念館站-出入口3,北捷國父紀念館站-出入口3,201511,臺北市信義區忠孝東路四段400號與光復南路交叉口、近光復國小,,TM2
Point (307129.36500000022351742 2770451.72299999929964542),A0000000704,9960103,,臺北捷運市政府站_BL18,北捷市政府站_BL18,202202,臺北市信義區忠孝東路五段2號,02-218-12345,TM2
Point (304871.01090000011026859 2770452.4375),A0000014237,9960103,,臺北捷運忠孝復興站_BL15_BR10,北捷忠孝復興站_BL15_BR10,202202,臺北市大安區忠孝東路三段302號、忠孝東路四段47號,02-218-12345,TM2
Point (305416.59700000006705523 2770454.35600000061094761),A0000006656,9960103,,臺北捷運忠孝敦化站-出入口6,北捷忠孝敦化站-出入口6,201511,臺北市大安區敦化南路一段219號,,TM2
Point (304838.27400000020861626 2770455.43500000052154064),A0000006658,9960103,,臺北捷運忠孝復興站-出入口2,北捷忠孝復興站-出入口2,202202,臺北市大安區忠孝東路三段與復興南路一段交叉口，近SOGO百貨復興館,,TM2
Point (301298.06400000024586916 2770466.57300000078976154),A0000000566,9960103,,臺北捷運西門站-出入口2,北捷西門站-出入口2,201504,臺北市中正區中華路一段59號、近憲兵隊,,TM2
Point (305658.67599999997764826 2770466.67600000090897083),A0000006659,9960103,,臺北捷運忠孝敦化站-出入口3,北捷忠孝敦化站-出入口3,201511,臺北市大安區忠孝東路四段182號,,TM2
Point (307225.74500000011175871 2770467.43999999947845936),A0000006660,9960103,,臺北捷運市政府站-出入口4,北捷市政府站-出入口4,201511,臺北市信義區忠孝東路五段71巷口,,TM2
Point (305557.81300000008195639 2770468.94299999997019768),A0000006662,9960103,,臺北捷運忠孝敦化站-出入口4,北捷忠孝敦化站-出入口4,201511,臺北市大安區忠孝東路四段166號,,TM2
Point (305482.48400000017136335 2770469.63700000010430813),A0000006663,9960103,,臺北捷運忠孝敦化站-出入口5,北捷忠孝敦化站-出入口5,202202,臺北市大安區忠孝東路四段148號,,TM2
Point (306243.93800000008195639 2770473.48499999940395355),A0000000734,9960103,,臺北捷運國父紀念館站_BL17,北捷國父紀念館站_BL17,201808,臺北市信義區忠孝東路四段400號,02-218-12345,TM2
Point (307059.22699999995529652 2770477.64100000075995922),A0000000631,9960103,,臺北捷運市政府站-出入口1,北捷市政府站-出入口1,202202,臺北市信義區忠孝東路五段15巷口、市府轉運站對面,,TM2
Point (304997.90099999960511923 2770478.98399999924004078),A0000006664,9960103,,臺北捷運忠孝復興站-出入口3,北捷忠孝復興站-出入口3,201511,臺北市大安區忠孝東路四段52號、SOGO百貨忠孝館對面,,TM2
Point (305541.30900000035762787 2770486.26500000059604645),A0000000713,9960103,,臺北捷運忠孝敦化站_BL16,北捷忠孝敦化站_BL16,202202,臺北市大安區忠孝東路四段182號,02-218-12345,TM2
Point (306310.776999999769032 2770488.87800000049173832),A0000006665,9960103,,臺北捷運國父紀念館站-出入口5,北捷國父紀念館站-出入口5,201511,臺北市信義區忠孝東路四段與光復南路交叉口、光復國小對面,,TM2
Point (303787.53899999987334013 2770495.89800000004470348),A0000007242,9960103,,臺北捷運忠孝新生站-出入口7,北捷忠孝新生站-出入口7,201511,臺北市大安區新生南路一段、忠孝東路三段口,,TM2
Point (305664.31599999964237213 2770500.803999999538064),A0000006667,9960103,,臺北捷運忠孝敦化站-出入口2,北捷忠孝敦化站-出入口2,202202,臺北市大安區忠孝東路四段203號,,TM2
Point (305558.59900000039488077 2770502.83500000089406967),A0000006669,9960103,,臺北捷運忠孝敦化站-出入口1,北捷忠孝敦化站-出入口1,201511,臺北市大安區忠孝東路四段175號,,TM2
Point (305495.57400000002235174 2770504.57599999941885471),A0000000633,9960103,,臺北捷運忠孝敦化站-出入口7,北捷忠孝敦化站-出入口7,201504,臺北市大安區忠孝東路四段151號,,TM2
Point (301337.4330000001937151 2770509.87800000049173832),A0000000565,9960103,,臺北捷運西門站-出入口3,北捷西門站-出入口3,202202,臺北市中正區中華路一段、寶慶路口,,TM2
Point (306172.67100000008940697 2770512.00899999961256981),A0000006671,9960103,,臺北捷運國父紀念館站-出入口1,北捷國父紀念館站-出入口1,201511,臺北市信義區忠孝東路四段327號、近中華電視公司,,TM2
Point (304989.90699999965727329 2770513.79199999943375587),A0000006672,9960103,,臺北捷運忠孝復興站-出入口4,北捷忠孝復興站-出入口4,201511,臺北市大安區忠孝東路四段47號、近SOGO百貨忠孝館,,TM2
Point (303853.60300000011920929 2770515.13399999961256981),A0000006674,9960103,,臺北捷運忠孝新生站-出入口3,北捷忠孝新生站-出入口3,201511,臺北市大安區忠孝東路三段10巷,,TM2
Point (304812.875 2770516.49400000087916851),A0000006673,9960103,,臺北捷運忠孝復興站-出入口1,北捷忠孝復興站-出入口1,201511,臺北市大安區忠孝東路三段291號與安東街交叉口,,TM2
Point (305416.76900000032037497 2770521.02300000004470348),A0000006675,9960103,,臺北捷運忠孝敦化站-出入口8,北捷忠孝敦化站-出入口8,201511,臺北市大安區敦化南路一段209號,,TM2
Point (304887.59999999962747097 2770529.36099999956786633),A0000006676,9960103,,臺北捷運忠孝復興站-出入口5,北捷忠孝復興站-出入口5,201511,臺北市大安區復興南路一段153號,,TM2
Point (301222.45600000023841858 2770539.55599999986588955),A0000000473,9960103,,臺北捷運西門站-出入口1,北捷西門站-出入口1,202202,臺北市中正區漢中街、成都路口、近西門紅樓,,TM2
Point (301314.68900000024586916 2770540.3323999997228384),A0000014296,9960103,,臺北捷運西門站_BL11_G12,北捷西門站_BL11_G12,202202,臺北市中正區寶慶路32之1號B1,02-218-12345,TM2
Point (302095.14070000033825636 2770540.35439999960362911),A0000014297,9960103,,臺北捷運台大醫院站_R09,北捷台大醫院站_R09,202202,臺北市中正區公園路52號B1,02-218-12345,TM2
Point (303691.97599999979138374 2770548.24400000087916851),A0000000634,9960103,,臺北捷運忠孝新生站-出入口2,北捷忠孝新生站-出入口2,201504,臺北市大安區忠孝東路二段134巷、近忠孝公園,,TM2
Point (301349.24299999978393316 2770555.30299999937415123),A0000000563,9960103,,臺北捷運西門站-出入口4,北捷西門站-出入口4,202202,臺北市中正區中華路一段、衡陽路口,,TM2
Point (303771.53239999990910292 2770577.37600000016391277),A0000014339,9960103,,臺北捷運忠孝新生站_BL14_O07,北捷忠孝新生站_BL14_O07,202202,臺北市大安區新生南路一段67號,02-218-12345,TM2
Point (303811.86600000038743019 2770584.95299999974668026),A0000006680,9960103,,臺北捷運忠孝新生站-出入口4,北捷忠孝新生站-出入口4,201511,臺北市大安區忠孝東路三段與新生南路一段交叉口、近臺北科技大學,,TM2
Point (301236.28600000031292439 2770588.31200000084936619),A0000000564,9960103,,臺北捷運西門站-出入口6,北捷西門站-出入口6,202202,臺北市中正區漢中街、成都路口,,TM2
Point (301336.82699999958276749 2770616.47599999979138374),A0000000567,9960103,,臺北捷運西門站-出入口5,北捷西門站-出入口5,201504,臺北市中正區中華路一段、秀山街口,,TM2
Point (303671.27799999993294477 2770618.92799999937415123),A0000000474,9960103,,臺北捷運忠孝新生站-出入口1,北捷忠孝新生站-出入口1,202202,臺北市大安區忠孝東路二段101號、近忠孝國小,,TM2
Point (302139.38910000026226044 2770631.79179999977350235),A0000014388,9960103,,臺北捷運台大醫院站-出入口3,北捷台大醫院站-出入口3,202202,臺北市中正區公園路、臺大醫院復健部旁,,TM2
Point (302101.82749999966472387 2770641.20060000009834766),A0000014394,9960103,,臺北捷運台大醫院站-出入口4,北捷台大醫院站-出入口4,202202,臺北市中正區公園路、近國立台灣博物館,,TM2
Point (308721.96399999968707561 2770759.75),A0000006695,9960103,,臺北捷運後山埤站-出入口2,北捷後山埤站-出入口2,201411,臺北市南港區忠孝東路五段790巷口、中坡南路口,,TM2
Point (302899.33000000007450581 2770772.72800000011920929),A0000000640,9960103,,臺北捷運善導寺站-出入口4,北捷善導寺站-出入口4,202202,臺北市中正區忠孝東路一段84巷巷口、近青島國宅,,TM2
Point (302949.3030000003054738 2770788.21499999985098839),A0000000641,9960103,,臺北捷運善導寺站-出入口5,北捷善導寺站-出入口5,202202,臺北市中正區忠孝東路一段與紹興南街交叉口、近華山市場,,TM2
Point (302836.10500000044703484 2770807.53399999998509884),A0000000638,9960103,,臺北捷運善導寺站-出入口3,北捷善導寺站-出入口3,202202,臺北市中正區忠孝東路一段70巷巷口,,TM2
Point (308675.77400000020861626 2770820.446000000461936),A0000006701,9960103,,臺北捷運後山埤站-出入口1,北捷後山埤站-出入口1,201411,臺北市南港區忠孝東路五段743巷與中坡北路交叉口、近五分埔,,TM2
Point (302955.68900000024586916 2770822.54199999943375587),A0000000639,9960103,,臺北捷運善導寺站-出入口6,北捷善導寺站-出入口6,202202,臺北市中正區忠孝東路一段與紹興北街交叉口、近善導寺,,TM2
Point (302874.16899999976158142 2770825.89499999955296516),A0000000735,9960103,,臺北捷運善導寺站_BL13,北捷善導寺站_BL13,202202,臺北市中正區忠孝東路一段58號B1,02-218-12345,TM2
Point (302773.0400000000372529 2770834.03700000047683716),A0000000637,9960103,,臺北捷運善導寺站-出入口2,北捷善導寺站-出入口2,201504,臺北市中正區忠孝東路一段與林森南路交叉口,,TM2
Point (308753.74100000038743019 2770852.76200000010430813),A0000000730,9960103,,臺北捷運後山埤站_BL20,北捷後山埤站_BL20,201808,臺北市南港區忠孝東路六段2號,02-218-12345,TM2
Point (302783.89699999988079071 2770866.92699999921023846),A0000000475,9960103,,臺北捷運善導寺站-出入口1,北捷善導寺站-出入口1,201504,臺北市中正區忠孝東路一段與林森北路交叉口、近警政署,,TM2
Point (308846.35599999967962503 2770916.4609999991953373),A0000006742,9960103,,臺北捷運後山埤站-出入口3,北捷後山埤站-出入口3,202202,臺北市南港區忠孝東路六段6號、玉成街140巷對面、近聯合醫院忠孝院區,,TM2
Point (308772.51200000010430813 2770952.86099999956786633),A0000006712,9960103,,臺北捷運後山埤站-出入口4,北捷後山埤站-出入口4,201511,臺北市南港區玉成街98巷口、永吉路605號、近合作金庫銀行,,TM2
Point (302223.07359999977052212 2770958.10520000010728836),A0000014595,9960103,,臺北捷運台北車站-出入口M8,北捷台北車站-出入口M8,202202,臺北市中正區公園路13號,,TM2
Point (302145.20189999975264072 2770983.37690000049769878),A0000014602,9960103,,臺北捷運台北車站-出入口M6,北捷台北車站-出入口M6,202202,臺北市中正區忠孝西路一段38號,,TM2
Point (302324.9173999996855855 2770987.89179999940097332),A0000014606,9960103,,臺北捷運台北車站-出入口M7,北捷台北車站-出入口M7,202202,臺北市中正區忠孝西路一段33號,,TM2
Point (302220.08710000012069941 2770998.86400000005960464),A0000014612,9960103,,臺北捷運台北車站_BL12_R10,北捷台北車站_BL12_R10,202202,臺北市中正區忠孝西路一段49號,02-218-12345,TM2
Point (302248.10159999970346689 2771008.25500000081956387),A0000014619,9960103,,臺北捷運台北車站-出入口M3,北捷台北車站-出入口M3,202202,臺北市中正區忠孝西路一段45號,,TM2
Point (302194.93070000037550926 2771027.65520000085234642),A0000014628,9960103,,臺北捷運台北車站-出入口M4,北捷台北車站-出入口M4,202202,臺北市中正區忠孝西路一段38號對面,,TM2
Point (302090.12719999998807907 2771054.56330000050365925),A0000014641,9960103,,臺北捷運台北車站-出入口M5,北捷台北車站-出入口M5,202202,臺北市中正區忠孝西路一段66號對面,,TM2
Point (302362.01130000036209822 2771206.18229999952018261),A0000014748,9960103,,臺北捷運台北車站-出入口M2,北捷台北車站-出入口M2,202202,臺北市中正區市民大道一段209號對面、近國父史蹟紀念館,,TM2
Point (302301.46430000010877848 2771220.47199999913573265),A0000014757,9960103,,臺北捷運台北車站-出入口M1,北捷台北車站-出入口M1,202202,臺北市中正區台鐵臺北車站北一門旁,,TM2
Point (301961.31290000025182962 2771250.81619999930262566),A0000014771,9960103,,桃園機場捷運台北車站-出入口1,機捷台北車站-出入口1,202205,臺北市中正區市民大道臺北地下街出口Y12西面,,TM2
Point (301826.83399999979883432 2771262.13000000081956387),A0000007625,9960103,,桃園機場捷運台北車站-出入口4,機捷台北車站-出入口4,202205,臺北市中正區重慶北路一段與北平西路交叉口東北面,,TM2
Point (301896.19670000020414591 2771273.74860000051558018),A0000014788,9960103,,桃園機場捷運台北車站_A1,機捷台北車站_A1,202205,臺北市中正區鄭州路8號,(03)286-8789,TM2
Point (301897.77269999962300062 2771283.51840000040829182),A0000014791,9960103,,桃園機場捷運台北車站-出入口2,機捷台北車站-出入口2,202205,臺北市中正區市民大道臺北地下街出口Y18東面,,TM2
Point (301839.20339999999850988 2771296.66239999979734421),A0000014798,9960103,,桃園機場捷運台北車站-出入口3,機捷台北車站-出入口3,202205,臺北市中正區市民大道與重慶北路一段交叉口東南面,,TM2
Point (301459.06500000040978193 2771299.80900000035762787),A0000000518,9960103,,臺北捷運北門站-出入口1,北捷北門站-出入口1,201504,臺北市大同區塔城街與忠孝西路二段路口西北隅（於塔城街上）,,TM2
Point (301737.67420000024139881 2771308.62020000070333481),A0000014804,9960103,,桃園機場捷運台北車站-出入口5,機捷台北車站-出入口5,202205,臺北市中正區市民大道與重慶北路一段交叉口西南面,,TM2
Point (301486.95100000035017729 2771341.64200000092387199),A0000000699,9960103,,臺北捷運北門站_G13,北捷北門站_G13,201808,臺北市大同區塔城街10號,02-218-12345,TM2
Point (301674.37299999967217445 2771343.62910000048577785),A0000014820,9960103,,桃園機場捷運台北車站-出入口6,機捷台北車站-出入口6,202205,臺北市中正區市民大道近延平北路交叉東南面,,TM2
Point (301517.82400000002235174 2771346.67400000058114529),A0000000568,9960103,,臺北捷運北門站-出入口2,北捷北門站-出入口2,201504,臺北市大同區塔城街東側,,TM2
