wkt_geom,MARKID,MARKTYPE1,MARKTYPE2,MARKNAME1,MARKNAME2,異動日期_西元年月,ADDRESS,TEL,坐標系統
Point (178433.54250000100000761 2505577.15850000083446503),E0000004086,9960103,,高雄捷運後驛(高醫大)站_出入口3,高捷後驛站_出入口3,202205,,,TM2
Point (178384.40710000085528009 2505599.27050000103190541),E0000004085,9960103,,高雄捷運後驛(高醫大)站_出入口4,高捷後驛站_出入口4,202205,,,TM2
Point (178410.570899999642279 2506473.97509999992325902),E0000004084,9960103,,高雄捷運凹子底站_出入口2,高捷凹子底站_出入口2,202205,,,TM2
Point (178350.67969999910565093 2506479.85549999913200736),E0000004066,9960103,,高雄捷運凹子底站_出入口1,高捷凹子底站_出入口1,202205,,,TM2
Point (178380.17569999981787987 2506510.62849999917671084),E0000005838,9960103,,高雄捷運凹子底站_R13,高捷凹子底站_R13,202205,高雄市鼓山區博愛二路21號,,TM2
Point (178392.10290000008535571 2506566.23389999940991402),E0000008835,9960103,,高雄捷運凹子底站_出入口3,高捷凹子底站_出入口3,202205,,,TM2
Point (178329.13509999867528677 2506655.28250000067055225),E0000004082,9960103,,高雄捷運凹子底站_出入口4,高捷凹子底站_出入口4,202205,,,TM2
Point (178372.03470000013476238 2507423.67670000065118074),E0000004078,9960103,,高雄捷運巨蛋(三民家商)站_出入口2,高捷巨蛋站_出入口2,202205,,,TM2
Point (178345.28529999908641912 2507457.80990000069141388),E0000004067,9960103,,高雄捷運巨蛋(三民家商)站_出入口1,高捷巨蛋站_出入口1,202205,,,TM2
Point (178404.92889999988256022 2507464.85070000123232603),E0000005840,9960103,,高雄捷運巨蛋(三民家商)站_R14,高捷巨蛋站_R14,202205,高雄市左營區博愛二路485號,,TM2
Point (178387.36009999946691096 2507503.17430000100284815),E0000004079,9960103,,高雄捷運巨蛋(三民家商)站_出入口3,高捷巨蛋站_出入口3,202205,,,TM2
Point (178424.44449999945936725 2507541.43809999991208315),E0000004081,9960103,,高雄捷運巨蛋(三民家商)站_出入口4,高捷巨蛋站_出入口4,202205,,,TM2
Point (178389.16650000121444464 2507544.34830000158399343),E0000004080,9960103,,高雄捷運巨蛋(三民家商)站_出入口5,高捷巨蛋站_出入口5,202205,,,TM2
Point (178738.79609999962849542 2508645.37470000004395843),E0000005842,9960103,,高雄捷運生態園區站_R15,高捷生態園區站_R15,202205,高雄市左營區博愛三路435號,,TM2
Point (178748.81789999909233302 2508721.80209999997168779),E0000000068,9960103,,高雄捷運生態園區站_出入口2,高捷生態園區站_出入口2,202205,,,TM2
Point (178964.9899000010045711 2509851.37110000010579824),E0000000236,9960103,,高雄捷運左營／高鐵站_出入口1,高捷左營／高鐵站_出入口1,202205,,,TM2
Point (179002.51969999901484698 2509900.7959000002592802),E0000005839,9960103,,高雄捷運左營／高鐵站_R16,高捷左營／高鐵站,202205,高雄市左營區高鐵路107號,,TM2
Point (178962.34210000062012114 2509910.24669999908655882),E0000000249,9960103,,高雄捷運左營／高鐵站_出入口2,高捷左營／高鐵站_出入口2,202205,,,TM2
Point (178367.06930000041029416 2511375.73829999938607216),E0000000370,9960103,,高雄捷運世運(國家體育園區)站_出入口3,高捷世運站_出入口3,202205,,,TM2
Point (178324.59869999924558215 2511376.91830000001937151),E0000000371,9960103,,高雄捷運世運(國家體育園區)站_出入口1,高捷世運站_出入口1,202205,,,TM2
Point (178340.82310000009601936 2511409.08150000032037497),E0000005837,9960103,,高雄捷運世運(國家體育園區)站_R17,高捷世運站_R17,202205,高雄市楠梓區左楠路1號,,TM2
Point (178321.02709999869694002 2511448.75530000077560544),E0000000383,9960103,,高雄捷運世運(國家體育園區)站_出入口2,高捷世運站_出入口2,202205,,,TM2
Point (178362.04590000037569553 2511449.02529999893158674),E0000000384,9960103,,高雄捷運世運(國家體育園區)站_出入口4,高捷世運站_出入口4,202205,,,TM2
Point (178340.01470000116387382 2512156.07349999994039536),E0000000412,9960103,,高雄捷運油廠國小站_出入口3,高捷油廠國小站_出入口3,202205,,,TM2
Point (178307.466900000377791 2512156.86370000056922436),E0000000413,9960103,,高雄捷運油廠國小站_出入口1,高捷油廠國小站_出入口1,202205,,,TM2
Point (178323.93869999895105138 2512187.75669999932870269),E0000005845,9960103,,高雄捷運油廠國小站_R18,高捷油廠國小站_R18,202205,高雄市楠梓區左楠路6號,,TM2
Point (178304.03549999964889139 2512213.2291000010445714),E0000000424,9960103,,高雄捷運油廠國小站_出入口2,高捷油廠國小站_出入口2,202205,,,TM2
Point (178340.28689999968628399 2512214.01929999981075525),E0000000425,9960103,,高雄捷運油廠國小站_出入口4,高捷油廠國小站_出入口4,202205,,,TM2
Point (179804.18210000032559037 2513712.28389999968931079),E0000012885,9960103,,高雄捷運後勁(海科大)站_R20,高捷後勁站_R20,202205,高雄市楠梓區加昌路178號,,TM2
Point (179762.45370000114780851 2513712.68390000099316239),E0000000566,9960103,,高雄捷運後勁(海科大)站_出入口1,高捷後勁站_出入口1,202205,,,TM2
Point (179837.97549999918555841 2513718.54450000124052167),E0000000568,9960103,,高雄捷運後勁(海科大)站_出入口3,高捷後勁站_出入口3,202205,,,TM2
Point (179829.52909999928670004 2513741.58669999986886978),E0000000573,9960103,,高雄捷運後勁(海科大)站_出入口2,高捷後勁站_出入口2,202205,,,TM2
Point (180245.03809999936493114 2514418.73210000060498714),E0000000702,9960103,,高雄捷運都會公園站_出入口1,高捷都會公園站_出入口1,202205,,,TM2
Point (180289.73589999933028594 2514428.25290000159293413),E0000000708,9960103,,高雄捷運都會公園站_出入口2,高捷都會公園站_出入口2,202205,,,TM2
Point (180253.78149999864399433 2514471.98709999909624457),E0000005856,9960103,,高雄捷運都會公園站_R21,高捷都會公園站_R21,202205,高雄市楠梓區高楠公路1835號,,TM2
Point (180215.40209999866783619 2514529.94270000094547868),E0000000737,9960103,,高雄捷運都會公園站_出入口4,高捷都會公園站_出入口4,202205,,,TM2
Point (180260.92449999993550591 2514537.25350000057369471),E0000000739,9960103,,高雄捷運都會公園站_出入口3,高捷都會公園站_出入口3,202205,,,TM2
Point (179926.16649999970104545 2516066.65109999943524599),E0000000863,9960103,,高雄捷運青埔(高科大)站_出入口,高捷青埔站_出入口,202205,,,TM2
Point (179925.58069999987492338 2516085.94290000107139349),E0000005846,9960103,,高雄捷運青埔(高科大)站_R22,高捷青埔站_R22,202205,高雄市橋頭區經武路20號,,TM2
Point (179603.07990000117570162 2517072.03810000000521541),E0000000896,9960103,,高雄捷運橋頭糖廠站_出入口1,高捷橋頭糖廠站_出入口1,202205,,,TM2
Point (179636.32049999985611066 2517088.01970000099390745),E0000000900,9960103,,高雄捷運橋頭糖廠站_出入口3,高捷橋頭糖廠站_出入口3,202205,,,TM2
Point (179627.79989999951794744 2517103.28130000131204724),E0000005864,9960103,,高雄捷運橋頭糖廠站_R22A,高捷橋頭糖廠站_R22A,202205,高雄市橋頭區興糖路19號,,TM2
Point (179623.75009999884059653 2517117.79250000044703484),E0000000901,9960103,,高雄捷運橋頭糖廠站_出入口2,高捷橋頭糖廠站_出入口2,202205,,,TM2
Point (179288.18369999967399053 2517871.77529999939724803),E0000000943,9960103,,高雄捷運橋頭火車站_出入口1,高捷橋頭火車站_出入口1,202205,,,TM2
Point (179237.41530000150669366 2517913.61949999956414104),E0000005863,9960103,,高雄捷運橋頭火車站_R23,高捷橋頭火車站_R23,202205,高雄市橋頭區站前街12-1號,,TM2
Point (179127.33329999935813248 2517979.2656999989412725),E0000000960,9960103,,高雄捷運橋頭火車站_出入口2,高捷橋頭火車站_出入口2,202205,,,TM2
Point (304292.58899999968707561 2761254.99200000055134296),F0000003261,9960103,,臺北捷運新店站_G01,北捷新店站_G01,201904,新北市新店區北宜路一段2號,02-218-12345,TM2
Point (304297.5849999999627471 2761256.42400000058114529),F0000003151,9960103,,臺北捷運新店站-出入口,北捷新店站-出入口,201904,新北市新店區北新路一段與北宜路一段交叉口,,TM2
Point (292262.35800000000745058 2761299.67600000090897083),F0000010541,9960103,,臺北捷運頂埔站-出入口2,北捷頂埔站-出入口2,202201,新北市土城區中央路四段，近鴻海精密工業,,TM2
Point (292262.8880000002682209 2761319.23900000005960464),F0000000573,9960103,,臺北捷運頂埔站_BL01,北捷頂埔站_BL01,201906,新北市土城區中央路四段51之6號B3,02-218-12345,TM2
Point (292241.46999999973922968 2761339.16100000031292439),F0000009516,9960103,,臺北捷運頂埔站-出入口1,北捷頂埔站-出入口1,202201,新北市土城區中央路四段約100號旁,,TM2
Point (292386.40299999993294477 2761373.07899999991059303),F0000010542,9960103,,臺北捷運頂埔站-出入口3,北捷頂埔站-出入口3,202201,新北市土城區中央路四段51之6號，近嵿埔之星科技廣場,,TM2
Point (292363.86000000033527613 2761415.3880000002682209),F0000016371,9960103,,臺北捷運頂埔站-出入口4,北捷頂埔站-出入口4,202201,新北市土城區中央路四段62號旁,,TM2
Point (294002.16899999976158142 2762078.50599999912083149),F0000003152,9960103,,臺北捷運永寧站-出入口2,北捷永寧站-出入口2,202201,新北市土城區中央路三段、承天路口,,TM2
Point (293977.90899999998509884 2762156.64000000059604645),F0000003153,9960103,,臺北捷運永寧站-出入口1,北捷永寧站-出入口1,201904,新北市土城區中央路三段98巷口,,TM2
Point (294049.76599999982863665 2762179.51099999994039536),F0000003235,9960103,,臺北捷運永寧站_BL02,北捷永寧站_BL02,202201,新北市土城區中央路三段105號B1,02-218-12345,TM2
Point (294132.28600000031292439 2762216.50100000016391277),F0000003154,9960103,,臺北捷運永寧站-出入口3,北捷永寧站-出入口3,202201,新北市土城區中央路三段、近89巷口,,TM2
Point (294104.24700000043958426 2762248.00599999912083149),F0000003155,9960103,,臺北捷運永寧站-出入口4,北捷永寧站-出入口4,202201,新北市土城區中央路三段60號,,TM2
Point (304635.95399999991059303 2762278.16899999976158142),F0000003156,9960103,,臺北捷運新店區公所站-出入口1,北捷新店區公所站-出入口1,201904,新北市新店區北新路一段295號與中華路交叉口,,TM2
Point (304672.928999999538064 2762312.3880000002682209),F0000003262,9960103,,臺北捷運新店區公所站_G02,北捷新店區公所站_G02,201904,新北市新店區北新路一段295號,02-218-12345,TM2
Point (304703.98400000017136335 2762334.06100000068545341),F0000003157,9960103,,臺北捷運新店區公所站-出入口2,北捷新店區公所站-出入口2,201904,新北市新店區北新路一段與北新路88巷交叉口,,TM2
Point (303600.31300000008195639 2762737.1510000005364418),F0000003265,9960103,,臺北捷運小碧潭站_G03A,北捷小碧潭站_G03A,202201,新北市新店區中央路151號4樓,02-218-12345,TM2
Point (303513.25 2762762.40399999916553497),F0000003158,9960103,,臺北捷運小碧潭站-出入口1,北捷小碧潭站-出入口1,202201,新北市新店區環河路與中央路交叉口,,TM2
Point (294799.17999999970197678 2762833.59799999929964542),F0000003159,9960103,,臺北捷運土城站-出入口2,北捷土城站-出入口2,202201,新北市土城區金城路一段、和平路交叉口、近戶政事務所,,TM2
Point (294867.76800000015646219 2762880.60600000061094761),F0000003236,9960103,,臺北捷運土城站_BL03,北捷土城站_BL03,201906,新北市土城區金城路一段105號B1,02-218-12345,TM2
Point (294846.60099999979138374 2762891.31900000013411045),F0000003160,9960103,,臺北捷運土城站-出入口1,北捷土城站-出入口1,201904,新北市土城區金城路一段、近金城公園,,TM2
Point (303524.25800000037997961 2762911.10099999979138374),F0000012141,9960103,,臺北捷運小碧潭站-出入口2,北捷小碧潭站-出入口2,202201,新北市新店區中央路與中央三街交叉口,,TM2
Point (294955.32000000029802322 2762932.23100000061094761),F0000003162,9960103,,臺北捷運土城站-出入口3,北捷土城站-出入口3,202201,新北市土城區金城路一段,,TM2
Point (304834.75299999956041574 2763109.7109999991953373),F0000003163,9960103,,臺北捷運七張站-出入口1,北捷七張站-出入口1,201904,新北市新店區北新路二段150號,,TM2
Point (304813.59499999973922968 2763216.73799999989569187),F0000003263,9960103,,臺北捷運七張站_G03,北捷七張站_G03,201904,新北市新店區北新路二段150號,02-218-12345,TM2
Point (304788.58399999979883432 2763328.64000000059604645),F0000003164,9960103,,臺北捷運七張站-出入口2,北捷七張站-出入口2,201904,新北市新店區北新路二段、鄰近明德路口、近新店郵局,,TM2
Point (304684.49600000027567148 2763916.15399999916553497),F0000003165,9960103,,臺北捷運大坪林站-出入口2,北捷大坪林站-出入口2,202201,新北市新店區北新路三段142巷口,,TM2
Point (304825.303999999538064 2763977.31900000013411045),F0000016527,9960103,,臺北捷運大坪林站-出入口5,北捷大坪林站-出入口5,202201,新北市新店區中興路三段與民權路路口西南隅,,TM2
Point (304619.13499999977648258 2763980.34799999929964542),F0000003166,9960103,,臺北捷運大坪林站-出入口1,北捷大坪林站-出入口1,201904,新北市新店區民權路27號、北新路三段與民權路路口,,TM2
Point (304651.4330000001937151 2763995.41799999959766865),F0000016532,9960103,,臺北捷運大坪林站_G04,北捷大坪林站_G04,202405,新北市新店區北新路三段190號,02-218-12345,TM2
Point (304652.39080000016838312 2763995.52820000052452087),F0000019324,9960103,,新北捷運大坪林站_Y07,新北捷大坪林站_Y07,202405,新北市新店區北新路三段190號,,TM2
Point (304677.57600000035017729 2764021.38900000043213367),F0000007658,9960103,,臺北捷運大坪林站-出入口3,北捷大坪林站-出入口3,201904,新北市新店區北新路三段190號、北新路三段與民權路路口、鄰近消防署,,TM2
Point (304670.48400000017136335 2764068.69700000062584877),F0000007654,9960103,,臺北捷運大坪林站-出入口4,北捷大坪林站-出入口4,202201,新北市新店區北新路三段200號、鄰近景美橋,,TM2
Point (303300.19900000002235174 2764128.58699999935925007),F0000016553,9960103,,新北捷運十四張站-出入口,新北捷十四張站-出入口,202405,新北市新店區溪園路與民權路東南隅,,TM2
Point (303261.95000000018626451 2764159.34100000001490116),F0000016556,9960103,,新北捷運十四張站_Y08,新北捷十四張站_Y08,202405,新北市新店區民權路282號,02-218-12345,TM2
Point (295326.47099999990314245 2764231.68799999915063381),F0000003167,9960103,,臺北捷運海山站-出入口2,北捷海山站-出入口2,202201,新北市土城區海山路、新北高工運動場旁,,TM2
Point (295291.68099999986588955 2764235.45700000040233135),F0000003168,9960103,,臺北捷運海山站-出入口1,北捷海山站-出入口1,201904,新北市土城區海山路、樂利國小旁,,TM2
Point (295310.05599999986588955 2764268.54499999992549419),F0000003237,9960103,,臺北捷運海山站_BL04,北捷海山站_BL04,201904,新北市土城區海山路39號B2,02-218-12345,TM2
Point (295348.79499999992549419 2764324.75300000049173832),F0000003169,9960103,,臺北捷運海山站-出入口3,北捷海山站-出入口3,201904,新北市土城區裕民路92巷22弄3號,,TM2
Point (301479.5669999998062849 2764729.89000000059604645),F0000003170,9960103,,臺北捷運南勢角站-出入口4,北捷南勢角站-出入口4,201904,新北市中和區捷運路6號、近興南路一段,,TM2
Point (301384.98199999984353781 2764765.53199999965727329),F0000003257,9960103,,臺北捷運南勢角站_O01,北捷南勢角站_O01,202201,新北市中和區捷運路6號,02-218-12345,TM2
Point (301373.79200000036507845 2764782.51400000043213367),F0000003171,9960103,,臺北捷運南勢角站-出入口3,北捷南勢角站-出入口3,202201,新北市中和區捷運路16號,,TM2
Point (301342.32299999985843897 2764797.15899999998509884),F0000003172,9960103,,臺北捷運南勢角站-出入口2,北捷南勢角站-出入口2,202201,新北市中和區捷運路22號,,TM2
Point (302998.41000000014901161 2764809.05199999921023846),F0000016624,9960103,,新北捷運秀朗橋站_Y09,新北捷秀朗橋站_Y09,202405,新北市中和區景平路2號,02-218-12345,TM2
Point (303028.16000000014901161 2764832.72599999979138374),F0000016630,9960103,,新北捷運秀朗橋站-出入口1,新北捷秀朗橋站-出入口1,202405,新北市中和區成功路與景平路東南隅,,TM2
Point (302954.18099999986588955 2764840.49499999918043613),F0000016634,9960103,,新北捷運秀朗橋站-出入口2,新北捷秀朗橋站-出入口2,202405,新北市中和區景平路2號,,TM2
Point (301259.1780000003054738 2764841.78600000031292439),F0000011654,9960103,,臺北捷運南勢角站-出入口1,北捷南勢角站-出入口1,202201,新北市中和區捷運路52號、近南山路399巷,,TM2
Point (302110.7900000000372529 2764985.50400000065565109),F0000016653,9960103,,新北捷運景平站-出入口,新北捷景平站-出入口,202405,新北市中和區景平路121號,,TM2
Point (302113.42700000014156103 2765006.23799999989569187),F0000016655,9960103,,新北捷運景平站_Y10,新北捷景平站_Y10,202405,新北市中和區景平路121號,02-218-12345,TM2
Point (301050.31900000013411045 2765140.67100000008940697),F0000012493,9960103,,新北捷運景安站_Y11,新北捷景安站_Y11,202405,,,TM2
Point (300982.49600000027567148 2765179.24599999934434891),F0000016681,9960103,,臺北捷運景安站_O02,北捷景安站_O02,202405,新北市中和區景平路486號,02-218-12345,TM2
Point (300958.68800000008195639 2765189.65300000086426735),F0000003174,9960103,,臺北捷運景安站-出入口,北捷景安站-出入口,201904,新北市中和區景平路486號、近景平路、景安路口,,TM2
Point (295660.95100000035017729 2765656.30299999937415123),F0000003175,9960103,,臺北捷運亞東醫院站-出入口2,北捷亞東醫院站-出入口2,201904,新北市板橋區南雅南路二段122號,,TM2
Point (295682.11400000005960464 2765686.06299999915063381),F0000003238,9960103,,臺北捷運亞東醫院站_BL05,北捷亞東醫院站_BL05,201904,新北市板橋區南雅南路二段17號B1,02-218-12345,TM2
Point (295715.06400000024586916 2765715.50899999961256981),F0000003176,9960103,,臺北捷運亞東醫院站-出入口3,北捷亞東醫院站-出入口3,202201,新北市板橋區南雅南路二段、高爾富路口,,TM2
Point (295680.04999999981373549 2765723.14900000020861626),F0000003177,9960103,,臺北捷運亞東醫院站-出入口1,北捷亞東醫院站-出入口1,201904,新北市板橋區南雅南路二段120號,,TM2
Point (300071.2099999999627471 2766120.71399999968707561),F0000016784,9960103,,新北捷運中和站-出入口,新北捷中和站-出入口,202405,新北市中和區中山路二段與景平路西南隅,,TM2
Point (301581.02199999988079071 2766129.00300000049173832),F0000003178,9960103,,臺北捷運永安市場站-出入口,北捷永安市場站-出入口,201904,新北市中和區中和路388號,,TM2
Point (300071.35400000028312206 2766129.15499999932944775),F0000016785,9960103,,新北捷運中和站_Y12,新北捷中和站_Y12,202405,新北市中和區中山路二段271號,02-218-12345,TM2
Point (301559.58700000029057264 2766141.178999999538064),F0000003259,9960103,,臺北捷運永安市場站_O03,北捷永安市場站_O03,201904,新北市中和區中和路388號,02-218-12345,TM2
Point (299501.2630000002682209 2766342.49100000038743019),F0000016812,9960103,,新北捷運橋和站_Y13,新北捷橋和站_Y13,202405,新北市中和區板南路430號,02-218-12345,TM2
Point (299493.49799999967217445 2766398.35799999907612801),F0000016816,9960103,,新北捷運橋和站-出入口,新北捷橋和站-出入口,202405,新北市中和區板南路430號,,TM2
Point (298898.348000000230968 2766760.24400000087916851),F0000016846,9960103,,新北捷運中原站_Y14,新北捷中原站_Y14,202405,新北市中和區板南路510號,02-218-12345,TM2
Point (296330.41700000036507845 2766785.82599999941885471),F0000003179,9960103,,臺北捷運府中站-出入口1,北捷府中站-出入口1,202201,新北市板橋區縣民大道一段193號、近板橋農會,,TM2
Point (298867.82899999991059303 2766794.73299999907612801),F0000016854,9960103,,新北捷運中原站-出入口,新北捷中原站-出入口,202405,新北市中和區板南路510號,,TM2
Point (296344.02799999993294477 2766818.66999999992549419),F0000003239,9960103,,臺北捷運府中站_BL06,北捷府中站_BL06,201904,新北市板橋區縣民大道一段193號B1,02-218-12345,TM2
Point (296370.32899999991059303 2766848.69899999909102917),F0000003180,9960103,,臺北捷運府中站-出入口2,北捷府中站-出入口2,202201,新北市板橋區縣民大道、府中路口,,TM2
Point (296324.40799999982118607 2766868.44099999964237213),F0000003181,9960103,,臺北捷運府中站-出入口3,北捷府中站-出入口3,202201,新北市板橋區府中路30號、近板橋區公所,,TM2
Point (302019.90500000026077032 2767283.21299999952316284),F0000003182,9960103,,臺北捷運頂溪站-出入口1,北捷頂溪站-出入口1,201904,新北市永和區永和路二段168號,,TM2
Point (296676.19799999985843897 2767319.13299999944865704),F0000003183,9960103,,臺北捷運板橋站-出入口2,北捷板橋站-出入口2,202201,新北市板橋區縣民大道、新府路口、板橋公車站旁,,TM2
Point (296638.00299999956041574 2767334.59999999962747097),F0000003240,9960103,,臺北捷運板橋站_BL07,北捷板橋站_BL07,201904,新北市板橋區站前路5號B1,02-218-12345,TM2
Point (296609.39499999955296516 2767337.99499999918043613),F0000003184,9960103,,臺北捷運板橋站-出入口1,北捷板橋站-出入口1,202201,新北市板橋區站前路、新府路口、新板萬坪都會公園旁,,TM2
Point (302020.52099999971687794 2767363.51099999994039536),F0000003260,9960103,,臺北捷運頂溪站_O04,北捷頂溪站_O04,202201,新北市永和區永和路二段168號B1,02-218-12345,TM2
Point (302015.92700000014156103 2767449.06599999964237213),F0000003185,9960103,,臺北捷運頂溪站-出入口2,北捷頂溪站-出入口2,201904,新北市永和區永和路二段233號,,TM2
Point (297667.60500000044703484 2767452.41499999910593033),F0000016931,9960103,,新北捷運板新站-出入口,新北捷板新站-出入口,202405,新北市板橋區板新路109號,,TM2
Point (296696.10800000000745058 2767467.67300000041723251),F0000003186,9960103,,臺北捷運板橋站-出入口3,北捷板橋站-出入口3,201904,新北市板橋區站前路5號、板橋火車站對面,,TM2
Point (297680.82299999985843897 2767468.41899999976158142),F0000016934,9960103,,新北捷運板新站_Y15,新北捷板新站_Y15,202405,新北市板橋區板新路109號,02-218-12345,TM2
Point (296892.46100000012665987 2767538.97800000011920929),F0000012498,9960103,,新北捷運板橋站_Y16,新北捷板橋站_Y16,202405,,,TM2
Point (291473.70399999991059303 2768169.39100000075995922),F0000001104,9960103,,臺北捷運迴龍站-出入口2,北捷迴龍站-出入口2,201904,新北市新莊區中正路、近中正路929巷,,TM2
Point (291510.01599999982863665 2768263.72599999979138374),F0000001118,9960103,,臺北捷運迴龍站-出入口1,北捷迴龍站-出入口1,201904,新北市新莊區中正路758號、近樂生療養院,,TM2
Point (291588.95000000018626451 2768282.17200000025331974),F0000016994,9960103,,臺北捷運迴龍站_O21,北捷迴龍站_O21,202201,新北市新莊區中正路758號B1,02-218-12345,TM2
Point (291626.62200000043958426 2768329.75599999912083149),F0000001131,9960103,,臺北捷運迴龍站-出入口3,北捷迴龍站-出入口3,201904,新北市新莊區中正路、近中正路746巷,,TM2
Point (297245.11500000022351742 2768331.49899999983608723),F0000003187,9960103,,臺北捷運新埔站-出入口2,北捷新埔站-出入口2,201904,新北市板橋區民生路二段251號,,TM2
Point (297286.03799999970942736 2768406.44999999925494194),F0000003188,9960103,,臺北捷運新埔站-出入口3,北捷新埔站-出入口3,201904,新北市板橋區民生路二段234巷口,,TM2
Point (297186.62299999967217445 2768416.90300000086426735),F0000003189,9960103,,臺北捷運新埔站-出入口1,北捷新埔站-出入口1,201904,新北市板橋區民生路三段15號、新埔市場旁,,TM2
Point (297247.08399999979883432 2768436.97499999962747097),F0000003241,9960103,,臺北捷運新埔站_BL08,北捷新埔站_BL08,201904,新北市板橋區民生路三段2號B1,02-218-12345,TM2
Point (297308.09499999973922968 2768465.73900000005960464),F0000010329,9960103,,臺北捷運新埔站-出入口4,北捷新埔站-出入口4,201904,新北市板橋區文化路一段360號,,TM2
Point (297248.74799999967217445 2768536.92799999937415123),F0000003191,9960103,,臺北捷運新埔站-出入口5,北捷新埔站-出入口5,201904,新北市板橋區民生路三段6號,,TM2
Point (297100.61899999994784594 2768740.77700000070035458),F0000017021,9960103,,新北捷運新埔民生站_Y17,新北捷新埔民生站_Y17,202405,新北市板橋區民生路三段70號,02-218-12345,TM2
Point (297123.28199999965727329 2768744.26400000043213367),F0000017022,9960103,,新北捷運新埔民生站-出入口,新北捷新埔民生站-出入口,202405,新北市板橋區民生路三段70號,,TM2
Point (292650.02599999960511923 2769019.95700000040233135),F0000001228,9960103,,臺北捷運丹鳳站-出入口2,北捷丹鳳站-出入口2,201904,新北市新莊區中正路、近民安路口,,TM2
Point (292642.22800000011920929 2769045.97499999962747097),F0000001231,9960103,,臺北捷運丹鳳站_O20,北捷丹鳳站_O20,202201,新北市新莊區中正路624之1號B1,02-218-12345,TM2
Point (292624.97200000006705523 2769057.80499999970197678),F0000001233,9960103,,臺北捷運丹鳳站-出入口1,北捷丹鳳站-出入口1,201904,新北市新莊區中正路624之1號,,TM2
Point (297660.64199999999254942 2769132.56000000052154064),F0000003192,9960103,,臺北捷運江子翠站-出入口3,北捷江子翠站-出入口3,201904,新北市板橋區文化路二段296號,,TM2
Point (297705.13999999966472387 2769155.63299999944865704),F0000003193,9960103,,臺北捷運江子翠站-出入口4,北捷江子翠站-出入口4,201904,新北市板橋區雙十路二段178號、近松柏街,,TM2
Point (297629.04399999976158142 2769163.34999999962747097),F0000003194,9960103,,臺北捷運江子翠站-出入口2,北捷江子翠站-出入口2,201904,新北市板橋區文化路二段313號,,TM2
Point (297629.06400000024586916 2769211.71199999935925007),F0000003195,9960103,,臺北捷運江子翠站-出入口1,北捷江子翠站-出入口1,201904,新北市板橋區雙十路三段10巷口、近板橋農村公園,,TM2
Point (297703.47900000028312206 2769228.42300000041723251),F0000003242,9960103,,臺北捷運江子翠站_BL09,北捷江子翠站_BL09,202201,新北市板橋區文化路二段296號B1,02-218-12345,TM2
Point (297776.09399999957531691 2769285.65300000086426735),F0000003196,9960103,,臺北捷運江子翠站-出入口5,北捷江子翠站-出入口5,201904,新北市板橋區文化路二段384號、近仁化街口,,TM2
Point (297740.67499999981373549 2769309.43999999947845936),F0000003197,9960103,,臺北捷運江子翠站-出入口6,北捷江子翠站-出入口6,201904,新北市板橋區文化路二段383巷口、近江翠國小,,TM2
Point (293923.76400000043213367 2769426.65000000037252903),F0000007671,9960103,,臺北捷運輔大站-出入口2,北捷輔大站-出入口2,201904,新北市新莊區福營路、近建國一路、福營派出所,,TM2
Point (293924.83800000045448542 2769450.76999999955296516),F0000011812,9960103,,臺北捷運輔大站_O19,北捷輔大站_O19,201904,新北市新莊區中正路510之1號B1,02-218-12345,TM2
Point (294059.05900000035762787 2769466.97299999929964542),F0000003198,9960103,,臺北捷運輔大站-出入口3,北捷輔大站-出入口3,201904,新北市新莊區中正路、中油加油站對面,,TM2
Point (293898.34599999990314245 2769485.24899999983608723),F0000003199,9960103,,臺北捷運輔大站-出入口1,北捷輔大站-出入口1,202201,新北市新莊區中正路510之1號、近輔大校門,,TM2
Point (292656.53899999987334013 2769518.06100000068545341),F0000001263,9960103,,桃園機場捷運泰山貴和站_A6,機捷泰山貴和站_A6,202205,新北市泰山區新北大道六段460號,(03)286-8789,TM2
Point (294056.72699999995529652 2769525.86299999989569187),F0000007836,9960103,,臺北捷運輔大站-出入口4,北捷輔大站-出入口4,201904,新北市新莊區中正路、中油加油站旁,,TM2
Point (292626.28799999970942736 2769551.78700000047683716),F0000008932,9960103,,桃園機場捷運泰山貴和站-出入口1,機捷泰山貴和站-出入口1,202205,新北市泰山區新北大道六段460號,,TM2
Point (295666.45700000040233135 2769843.10500000044703484),F0000003200,9960103,,臺北捷運新莊站-出入口2,北捷新莊站-出入口2,202201,新北市新莊區中正路、近新莊國中校門旁,,TM2
Point (295661.74899999983608723 2769858.75),F0000003244,9960103,,臺北捷運新莊站_O18,北捷新莊站_O18,201904,新北市新莊區中正路138號B1,02-218-12345,TM2
Point (295658.696000000461936 2769875.65200000070035458),F0000003201,9960103,,臺北捷運新莊站-出入口1,北捷新莊站-出入口1,201904,新北市新莊區中正路138號、近中華路一段、衛生所旁,,TM2
Point (296511.24799999967217445 2770183.06000000052154064),F0000003202,9960103,,臺北捷運頭前庄站-出入口2,北捷頭前庄站-出入口2,202201,新北市新莊區中正路81巷口、近大漢橋,,TM2
Point (296463.11299999989569187 2770235.02400000020861626),F0000017089,9960103,,新北捷運頭前庄站_Y18,新北捷頭前庄站_Y18,202405,新北市新莊區思源路18號B1、思源路20號,02-218-12345,TM2
