路段序號,自行車道路線編號,路段名稱,路段起點描述,路段迄點描述,縣市別,鄉鎮別,管養單位,所屬道路寬度（M）,自行車道車行方向,自行車道類型,自行車道鋪面類別,自行車道長度（M）,自行車道寬度（M）,自行車道道路結構,補助經費（百萬元）,補助機關,完工日期,路徑（X）,路徑（Y）,備註
TP2203,,堤頂大道2段(北側),內湖路1段,港墘路,台北市,,臺北市政府,40,1,5,,1690,2,,0,,1021231,"306611.503,306667.096,306735.804,306832.423,306950.679,307469.797,307583.082,307657.608,307736.072","2775235.264,2775063.029,2774890.848,2774751.018,2774624.238,2774459.599,2774413.222,2774323.703,2774186.239",
TP2204,,富錦街359巷2弄,民生東路5段69巷,新中街,台北市,,臺北市政府,8,1,5,,210,2,,0,,1021231,"306303.627,306519.201","2772669.927,2772703.606",
TP2205,,復興南路(西側),和平東路,辛亥路,台北市,,臺北市政府,40,1,5,,352,2,,0,,1021231,"304820.14,304827.446","2768278.494,2768621.015",
TP2206,,復興南路(東側),市民大道,辛亥路,台北市,,臺北市政府,40,1,5,,2580,2,,0,,1021231,"304850.495,304891.424","2768259.231,2770481.831",
TP2207,,惠民街(西側),南港路1段,重陽路,台北市,,臺北市政府,12,1,5,,450,2,,0,,1021231,"311520.285,311572.089","2772453.408,2772018.763",
TP2208,,敦化北路(東側),富錦街,民權東路,台北市,,臺北市政府,65,1,5,,100,2,,0,,1021231,"305546.456,305589.392","2772584.967,2772695.023",
TP2209,,敦化南路(東西側),仁愛路4段,和平東路3段,台北市,,臺北市政府,65,1,5,,2800,2,,0,,1021231,"305405.65,305410.934,305356.86,305355.75","2768619.027,2769979.05,2769975.065,2768629.569",
TP2210,,敦化南路(東側),南京東路4段,仁愛路4段,台北市,,臺北市政府,65,1,5,,1480,2,,0,,1021231,"305419.495,305408.077","2771599.393,2770160.919",
TP2211,,景中街(南側),景華街22巷,景華街52巷,台北市,,臺北市政府,20,1,5,,100,2,,0,,1021231,"304756.8,304797.797,304839.934","2765090.369,2765087.653,2765077.52",
TP2212,,景華街52巷(西側),景中街,景興路102巷,台北市,,臺北市政府,10,1,5,,190,2,,0,,1021231,"304848.041,304868.191,304883.983,304891.782","2765095.054,2765130.248,2765169.744,2765263.816",
TP2213,,華陰街(南側),承德路1段,淡水線,台北市,,臺北市政府,12,1,5,,285,2,,0,,1021231,"302162.843,302403.423","2771397.15,2771337.703",
TP2214,,華齡街,前港街,華齡街185巷,台北市,,臺北市政府,12,1,5,,266,2,,0,,1021231,"302420.728,302409.905,302405.538,302396.88","2775577.946,2775506.902,2775435.883,2775300.159",
TP2215,,貴陽街1段(北側),延平南路,桃源街,台北市,,臺北市政府,15,1,5,,150,2,,0,,1021231,"301336.981,301477.792","2770207.485,2770197.271",
TP2216,,貴陽街1段北側人行道,中華路1段,延平南路,台北市,,臺北市政府,15,1,5,,100,2,,0,,1021231,"301228.157,301327.792","2770218.375,2770209.112",
TP2217,,貴陽街1段(兩側),博愛路,中山南路,台北市,,臺北市政府,15,1,5,,1200,2,,0,,1021231,"301593.67,301893.683,301978.985,302027.47,302187.241#301591.293,301976.397,302003.964,302188.193","2770189.068,2770162.18,2770154.197,2770141.754,2770108.469#2770177.318,2770144.772,2770140.114,2770097.175",
TP2218,,貴陽街1段(南側),延平南路,博愛路,台北市,,臺北市政府,15,1,5,,236,2,,0,,1021231,"301338.126,301574.229","2770198.407,2770179.912",
TP2219,,開封街2段(北側),昆明街,西寧南路,台北市,,臺北市政府,15,1,5,,110,2,,0,,1021231,"301058.788,301153.024","2771065.66,2771041.201",
TP2220,,塔悠路(西側),撫遠街,南京東路,台北市,,臺北市政府,40,1,5,,780,2,,0,,1021231,"307402.778,307471.546,307508.119,307527.301","2772381.635,2771984.71,2771781.937,2771587.731",
TP2221,,塔悠路(東側),撫遠街,南京東路,台北市,,臺北市政府,40,1,5,,780,2,,0,,1021231,"307437.444,307557.677","2772367.824,2771586.751",
TP2222,,愛國東西路(兩側),中山南路,杭州南路2段,台北市,,臺北市政府,25,1,5,,1207,2,,0,,1021231,"302152.319,302715.28#302195.879,302718.793","2769766.398,2769490.755#2769696.56,2769443.361",
TP2223,,敬業三路(西側),敬業一路,樂群二路,台北市,,臺北市政府,20,1,5,,460,2,,0,,1021231,"306104.096,306111.359","2775186.865,2774745.594",
TP2224,,新中街(東西側),民權東路4段,富錦街359巷2弄,台北市,,臺北市政府,12,1,5,,180,2,,0,,1021231,"306533.231,306521.734,306505.296,306515.873","2772702.113,2772798.434,2772796.704,2772703.149",
TP2225,,新生北路1段(南北側),松江路,八德路,台北市,,臺北市政府,40,1,5,,140,2,,0,,1021231,"303791.044,303790.728","2770930.491,2770805.876",
TP2226,,新生北路2段(西側),錦州街,民權東路1段,台北市,,臺北市政府,40,1,5,,250,2,,0,,1021231,"303217.277,303215.989","2772796.445,2772557.404",
TP2227,,新生北路東側人行道,民族東路,濱江街,台北市,,臺北市政府,15,1,5,,250,2,,0,,1021231,"303276.475,303275.357","2773707.296,2773451.197",
TP1001,,新生南路(西側人行道),羅斯福路,和平東路,台北市,,臺北市政府,40,1,3,,1080,2,,0,,1050831,"303748.168,303811.084,303830.43,303869.307,303929.067,303949.782","2767720.735,2767762.963,2767848.108,2768022.719,2768378.295,2768755.317",
TP2228,,新生南路1段(西側),仁愛路2段,信義路2段,台北市,,臺北市政府,40,1,5,,474,2,,0,,1021231,"303736.624,303734.149","2770091.879,2769618.008",
TP2229,,新光路2段(西北側),秀明路2段,動物園門口,台北市,,臺北市政府,25,1,5,,805,2,,0,,1021231,"307940.853,307946.494,307947.987,308035.937,308123.098,308609.881","2765193.972,2765268.321,2765321.053,2765387.11,2765448.402,2765776.245",
TP2230,,新明路,成功路2段,新明路86巷,台北市,,臺北市政府,15,1,5,,181,2,,0,,1021231,"309641.434,309500.935","2772624.956,2772521.217",
TP2231,,瑞光路(兩側),瑞光路513巷,民權東路6段,台北市,,臺北市政府,20,1,5,,3740,2,,0,,1021231,"307453.065,307602.187,307911.318,307939.014,307953.663,308145.878,308207.18,308260.918,308427.046,308477.414,308575.819,308625.866,308924.162,308921.429#307458.757,307804.185,308003.851,308387.81,308491.786,308946.854","2774623.798,2774547.443,2774397.442,2774384.711,2774379.899,2774253.555,2774214.494,2774174.958,2774063.792,2774010.507,2773906.917,2773858.172,2773537.121,2773539.214#2774637.557,2774467.88,2774368.15,2774109.039,2774023.417,2773538.881",
TP2232,,經貿二路(東西側),環東大道,南港路1段,台北市,,臺北市政府,20,1,5,,1947,2,,0,,1021231,"311815.287,311980.679,312035.05,312112.797,312230.437,312253.403,312247.661,312224.749#312198.363,312222.569,312216.72,312195.991,312021.27,312014.994,311981.392,311951.989,311870.884","2772837.005,2772653.657,2772611.923,2772555.23,2772490.08,2772432.031,2772297.42,2772033.575#2772044.753,2772423.25,2772444.602,2772476.742,2772580.402,2772584.804,2772607.802,2772639.348,2772747.202",
TP2233,,經貿二路88巷北側人行道,三重路,經貿二路,台北市,,臺北市政府,12,1,5,,252,2,,0,,1021231,"311963.655,312211.636","2772314.405,2772298.364",
TP2234,,萬大路423巷(南北側),萬大路,萬大路423巷48弄,台北市,,臺北市政府,15,1,5,,200,2,,0,,1021231,"300338.891,300408.832,300463.876,300484.271,300503.212,300516.696,300534.921","2768254.281,2768227.29,2768216.638,2768214.498,2768223.429,2768234.445,2768245.81",
TP2235,,萬芳路與萬和街口(北側),萬利街,萬和街,台北市,,臺北市政府,15,1,5,,216,2,,0,,1021231,"307234.417,307334.094,307433.798","2765794.128,2765783.8,2765766.939",
TP2236,,萬福國小南側,汀州路4段,公館街,台北市,,臺北市政府,15,1,5,,140,2,,0,,1021231,"304081.463,304221.205","2766413.561,2766403.259",
TP2237,,寧波西街,和平西路2段,重慶南路2段,台北市,,臺北市政府,12,1,5,,308,2,,0,,1021231,"301691.942,301986.238","2769099.827,2769176.265",
TP2238,,寧夏路,保安街,平陽街,台北市,,臺北市政府,15,1,5,,440,2,,0,,1021231,"301940.088,302013.704,301976.408","2772473.954,2772192.664,2772024.045",
TP2239,,榮星花園週邊人行道,建國北路五常街,龍江路民權東路,台北市,,臺北市政府,25,1,5,,1140,2,,0,,1021231,"304206.609,304201.977,304566.487,304566.68,304219.636","2772803.551,2773004.244,2773007.58,2772807.755,2772800.391",
TP2241,,福州街(西北側),重慶南路3段,南昌路2段,台北市,,臺北市政府,15,1,5,,300,2,,0,,1021231,"302088.977,302360.074","2768910.705,2769089.411",
TP2242,,福州街(東南側),南昌路2段,福州街10巷,台北市,,臺北市政府,15,1,5,,69,2,,0,,1021231,"302377.036,302435.324","2769087.593,2769125.255",
TP2243,,福志路南側人行道,中山北路5段,雨農路,台北市,,臺北市政府,20,1,5,,520,2,,0,,1021231,"303198.531,303340.195,303411.124,303476.584,303488.792,303500.026,303511.299,303530.224,303568.914,303608.696,303690.316","2776772.933,2776811.259,2776831.586,2776857.208,2776856.259,2776846.666,2776827.105,2776810.786,2776795.762,2776785.064,2776779.736",
TP2244,,福林路北側人行道,中山北路,雨農路,台北市,,臺北市政府,15,1,5,,440,2,,0,,1021231,"303279.385,303670.071","2776292.737,2776567.646",
TP2245,,福林路南側人行道,中山北路,士林官邸,台北市,,臺北市政府,15,1,5,,486,2,,0,,1021231,"303283.806,303680.923","2776271.266,2776552.624",
TP2246,,福國路兩側人行道,文林北路,中山北路,台北市,,臺北市政府,35,1,5,,775,2,,0,,1021231,"302604.309,302688.195,302839.623,302976.819#302626.15,302822.45,302982.927","2777173.377,2777181.234,2777197.993,2777243.165#2777133.142,2777152.733,2777202.869",
TP2247,,廣州街(北側),延平南路,博愛路,台北市,,臺北市政府,15,1,5,,317,2,,0,,1021231,"301236.693,301531.479","2769825.96,2769742",
TP2248,,廣州街(南側),8巷,博愛路,台北市,,臺北市政府,15,1,5,,251,2,,0,,1021231,"301299.043,301535.233","2769803.044,2769736.587",
TP2249,,德行西路,中山北路6段,礦溪街,台北市,,臺北市政府,15,1,5,,195,2,,0,,1021231,"302759.828,302798.953,302842.431,302929.399","2777565.987,2777594.163,2777617.925,2777662.459",
TP2250,,撫遠街(兩側),民權東路5段,民生東路5段,台北市,,臺北市政府,25,1,5,,946,2,,0,,1021231,"307355.797,307210.584,307185.326,307168.635,307112.716,307091.053,307120.797,307158.071,307323.301","2772468.723,2772642.684,2772674.923,2772709.412,2772883.86,2772876.901,2772761.052,2772654.095,2772470.691",
TP2251,,撫遠街403巷 (南側),撫遠街,塔悠路,台北市,,臺北市政府,15,1,5,,210,2,,0,,1021231,"307069.09,307279.956","2773207.01,2773254.194",
TP2253,,鄭州路(北側),環河北路1段,捷運淡水線,台北市,,臺北市政府,40,1,5,,1240,2,,0,,1021231,"301137.265,301288.81,301443.585,301587.963,301749.884,301854.876,301977.182,302345.339","2771504.148,2771479.905,2771455.786,2771432.626,2771386.939,2771346.685,2771317.243,2771249.199",
TP2254,,興中街(東側),重陽路,南港路,台北市,,臺北市政府,15,1,5,,390,2,,0,,1021231,"311225.26,311302.774","2772341.202,2771953.969",
TP2255,,興隆路2段(南側),興隆路2段154巷,福興路,台北市,,臺北市政府,20,1,5,,82,2,,0,,1021231,"305623.974,305656.083,305677.264,305694.234","2766056.762,2766079.489,2766083.784,2766080.973",
TP2256,,興隆路3段,萬芳醫院站旁,興隆路3段115巷,台北市,,臺北市政府,20,1,5,,60,2,,0,,1021231,"306268.215,306325.722","2765831.326,2765789.804",
TP2257,,興隆路4段(西側),興隆路4段42巷,下崙路,台北市,,臺北市政府,20,1,5,,170,2,,0,,1021231,"306560.383,306615.153","2764577.429,2764418.262",
TP2258,,興隆路4段(東側),興隆路4段105巷,下崙路,台北市,,臺北市政府,20,1,5,,110,2,,0,,1021231,"306595.237,306630.287","2764522.633,2764420.429",
TP2259,,興隆路4段105巷,木柵路2段138巷,木柵路2段204巷,台北市,,臺北市政府,10,1,5,,120,2,,0,,1021231,"306760.318,306891.205","2764542.147,2764578.8",
TP2260,,濱江街南側人行道,新生北路,民族東路,台北市,,臺北市政府,40,1,5,,1000,2,,0,,1021231,"303288.388,303526.092,303638.459,303702.484,303742.696,303769.992,303776.758,303774.746,303765.6","2773705.237,2773804.087,2773860.577,2773818.848,2773778.022,2773712.555,2773659.746,2773607.012,2773470.289",
TP2261,,環河北路1段(東側),忠孝西路,長安西路,台北市,,臺北市政府,25,1,5,,377,2,,0,,1021231,"301070.822,301144.869,301192.926","2771328.444,2771494.429,2771675.491",
TP2262,,環河北路2段(東側),敦煌路,酒泉街,台北市,,臺北市政府,25,1,5,,450,2,,0,,1021231,"301503.346,301440.09,301411.732,301389.938,301360.437,301361.226,301377.351","2774335.625,2774309.578,2774285.767,2774259.876,2774190.867,2774115.548,2773878.789",
TP2263,,環河快速道路(北側),國興路,中華路2段,台北市,,臺北市政府,30,1,5,,370,2,,0,,1021231,"301315.596,301508.141,301606.541,301687.585","2768404.899,2768463.776,2768491.063,2768544.094",
TP2264,,環河南路2段(西側),長順街,雙園街,台北市,,臺北市政府,25,1,5,,95,2,,0,,1021231,"299521.785,299579.438","2769342.677,2769418.207",
TP2265,,環河南路2段(東南側),西藏路,長順街,台北市,,臺北市政府,25,1,5,,110,2,,0,,1021231,"299460.961,299530.007","2769250.852,2769329.747",
TP2266,,襄陽路(南側),懷寧街,公園路,台北市,,臺北市政府,20,1,5,,221,2,,0,,1021231,"301877.585,302122.313","2770681.173,2770674.573",
TP2267,,舊宗路1段(兩側),民權東路6段,行善路,台北市,,臺北市政府,30,1,5,,879,2,,0,,1021231,"308043.482,308285.402,308544.596","2773162.714,2772789.127,2772437.107",
TP2268,,舊宗路2段(東側),港墘路,民權東路6段,台北市,,臺北市政府,35,1,5,,1040,2,,0,,1021231,"308019.48,307969.284,307984.676,307987.899,307971.196,307941.514,307849.66,307740.492","2773207.806,2773315.259,2773515.594,2773706.683,2773791.35,2773867.433,2774021.454,2774166.873",
TP2269,,懷寧街,凱達格蘭大道,貴陽街1段,台北市,,臺北市政府,12,1,5,,1080.13,2,,0,,1021231,"303748.168,303811.084,303830.43,303869.307,303929.067,303949.782","2767720.735,2767762.963,2767848.108,2768022.719,2768378.295,2768755.317",
TP2270,,羅斯福路(兩側),新生南路,基隆路,台北市,,臺北市政府,40,1,5,,1400,2,,0,,1021231,"304219.226,304138.524,304082.921,303992.527,303901.029,303811.731,303786.351,303815.723,304024.494,304074.475,304115.911,304200.946","2767157.241,2767298.592,2767372.364,2767463.722,2767554.079,2767649.873,2767635.816,2767610.013,2767394.397,2767338.657,2767274.134,2767134.461",
TP2271,,羅斯福路1至3段,愛國西路,辛亥路,台北市,,臺北市政府,40,1,5,,2120,2,,0,,1021231,"302163.909,302761.629,303047.447,303402.317","2769717.484,2768856.24,2768438.426,2768098.424",
TP2272,,羅斯福路3段(兩側),辛亥路1段,新生南路,台北市,,臺北市政府,40,1,5,,920,2,,0,,1021231,"303746.066,303418.78,303434.969,303757.9","2767690.598,2768043.881,2768059.23,2767710.029",
TP2273,,羅斯福路4段113巷(南北側),羅斯福路4段,基隆路4段41巷,台北市,,臺北市政府,15,1,5,,670,2,,0,,1021231,"304598.627,304250.523,304259.978,304595.058","2767135.6,2767130.005,2767138.24,2767144.668",
TP2274,,羅斯福路5段170巷(北側),溪州街,公館街,台北市,,臺北市政府,12,1,5,,138,2,,0,,1021231,"304081.957,304220.082","2766416.221,2766406.577",
TP2275,,關渡路西側人行道,大度路,知行路,台北市,,臺北市政府,20,1,5,,500,2,,0,,1021231,"297295.305,297320.396,297333.901,297341.894,297343.738,297341.2,297338.425","2778980.349,2779217.921,2779336.379,2779415.716,2779436.325,2779441.19,2779456.466",
TP2276,,寶慶路(北側),桃源街,懷寧街,台北市,,臺北市政府,20,1,5,,357,2,,0,,1021231,"301414.41,301503.553,301610.577,301766.543","2770494.773,2770457.337,2770441.68,2770426.099",
TP2277,,寶慶路(南側),延平南路,重慶南路1段,台北市,,臺北市政府,20,1,5,,372,2,,0,,1021231,"301411.712,301500.669,301604.649,301763.851","2770487.674,2770446.25,2770434.901,2770417.448",
TP2278,,洲美快速道路下平面車道(延平北路7段西側人行道),堤防邊平面人行道,通河西街,台北市,,臺北市政府,40,1,5,,340,2,,0,,1021231,"300146.536,300123.459,300120.497,300126.928,300185.249","2776599.083,2776511.27,2776438.928,2776363.297,2776275.784",
TP2279,,停管處之大客貨車停車場南側自行車道,環河北路(淡3水門),(淡水河)延平河濱自行車道,台北市,,臺北市政府,15,1,5,,157,2,,0,,1021231,"301163.79,301194.086","2771507.46,2771662.093",
TP2280,,至誠路2段北側人行道,中山北路,雨農路,台北市,,臺北市政府,20,1,5,,700,2,,0,,1021231,"303122.003,303359.174,303435.255,303457.926,303479.638,303537.197,303551.744,303636.921,303662.828,303683.532,303746.699","2777076.138,2777167.452,2777210.839,2777216.577,2777209.795,2777166.711,2777160.786,2777173.749,2777177.396,2777170.388,2777137.739",
TP2281,,新光路兩側人行道,萬福橋頭,污水處理廠,台北市,,臺北市政府,25,1,5,,675.7,2,,0,,1021231,"308958.907,308974.771,308553.702","2766208.63,2766064.368,2765741.556",
TP2282,,大業路東側人行道,承德路7段,光明路,台北市,,臺北市政府,30,1,5,,2480,2,,0,,1021231,"300834.825,300824.8,300790.951,300635.911,300480.858,300316.533,300263.427,300220.128,300173.059,300144.467,300008.604,299997.933,299991.094,299996.269,300006.679,300021.107,300127.489,300218.53,300283.708,300324.272,300351.033,300396.035","2781030.686,2781042.168,2781061.094,2781050.658,2781043.546,2781035.183,2781026.679,2781010.679,2780977.94,2780938.733,2780675.713,2780643.551,2780611.514,2780547.731,2780513.652,2780483.909,2780237.509,2779996.039,2779795.346,2779679.079,2779559.992,2779307.83",
TP2283,,辛亥路3段(北側),辛亥路3段157巷,二殯,台北市,,臺北市政府,50,1,5,,330,2,,0,,1021231,"305430.962,305735.031","2767777.52,2767563.425",
TP2284,,和平西路1段南昌(北側),南昌路2段,重慶南路3段,台北市,,臺北市政府,30,1,5,,470,2,,0,,1021231,"302094.476,302229.346,302363.221,302575.317","2768897.766,2768861.174,2768821.256,2768858.734",
TP2285,,敦煌路(南北側),重慶北路4段,承德路4段,台北市,,臺北市政府,25,1,5,,570,2,,0,,1021231,"301894.872,301986.376,302157.539,302449.009","2774334.451,2774333.138,2774289.152,2774204.647",
TP2286,,明水路與北安路口,明水路672巷,北安路,台北市,,臺北市政府,30,1,5,,299,2,,0,,1021231,"305577.062,305590.58,305601.297,305619.325,305661.956,305708.383,305768.988","2775176.066,2775250.225,2775269.1,2775300.742,2775334.922,2775353.721,2775358.842",
TP2287,,玉成街(東北側),玉成街38巷,忠孝東路6段,台北市,,臺北市政府,12,1,5,,374,2,,0,,1021231,"308672.139,308693.849,308727.414,308842.432","2771331.522,2771140.207,2771101.694,2771011.913",
TP2288,,研究院路2段,舊庄街1段,合順街8巷,台北市,,臺北市政府,15,1,5,,373,2,,0,,1021231,"312170.998,312240.377,312226.977,312231.473,312245.147,312292.5,312312.153","2770763.917,2770619.458,2770592.48,2770558.052,2770524.773,2770474.921,2770436.241",
TP2289,,新湖三路、新湖二路,行善路178巷,行善路,台北市,,臺北市政府,15,1,5,,220,2,,0,,1021231,"308913.515,308949.626,308981.509,308984.42,309091.668","2773222.381,2773201.048,2773153.888,2773110.812,2773087.571",
TP2290,,環山路1段,9巷,環山路1段,台北市,,臺北市政府,20,1,5,,367.09,2,,0,,1021231,"307053.211,307055.857","2775458.864,2775091.788",
TP2291,,星雲街周邊,成功路4段61巷32弄,123巷,台北市,,臺北市政府,15,1,5,,369,2,,0,,1021231,"309858.109,309948.765,310067.554,310034.75","2774866.205,2774736.449,2774793.132,2774865.984",
TP2292,,公舘路(西側),公舘路228巷,三合街2段,台北市,,臺北市政府,10,1,5,,122,2,,0,,1021231,"301176.297,301216.764","2779997.503,2779882.457",
TP2293,,立農街1段(南側),立農街1段257巷,立農街1段187巷,台北市,,臺北市政府,8,1,5,,147,2,,0,,1021231,"300804.482,300837.538,300866.312,300904.768,300961.006","2779165.461,2779144.317,2779135.341,2779126.513,2779108.668",
TP2294,,博愛路(兩側愛國),愛國西路,延平南路,台北市,,臺北市政府,15,1,5,,1194.53,2,,0,,1021231,"301545.096,301593.837,301613.859,301559.232","2769850.824,2770438.848,2770427.625,2769848.662",
TP2295,,新光路2段(東南側),萬興里,動物園門口,台北市,,臺北市政府,25,1,5,,368,2,,0,,1021231,"308508.419,308794.128","2765708.021,2765889.132",
TP2296,,樂業街(一小段),基隆路2段,臥龍街,台北市,,臺北市政府,12,1,5,,79,2,,0,,1021231,"305652.844,305712.105","2768264.579,2768210.987",
TP2297,,北平西路(南側),北平西路,重慶北路1段,台北市,,臺北市政府,16,1,5,,128.35,2,,0,,1021231,"301642.569,301770.922","2771214.733,2771214.111",
TP2298,,廣州街8巷(東側),廣州街8巷,中華路2段75巷,台北市,,臺北市政府,15,1,5,,184,2,,0,,1021231,"301297.314,301292.782","2769806.804,2769589.241",
TP2299,,重慶南路2段7巷(北側),重慶南路2段,牯嶺街,台北市,,臺北市政府,12,1,5,,32,2,,0,,1021231,"301839.957,301871.314","2769561.177,2769568.718",
TP2300,,中華路2段(東北側),西藏路,泉州街,台北市,,臺北市政府,20,1,5,,1023.03,2,,0,,1021231,"300901.236,301173.1,301401.284,301679.835","2769180.155,2768860.28,2768645.695,2768565",
TP2301,,基隆路1段(西側),市民大道,忠孝東路4段,台北市,,臺北市政府,15,1,5,,920.97,2,,0,,1021231,"307388.821,306947.302","2771309.342,2770501.103",
TP2302,,光復北路210巷 (南側),健康路15巷,光復北路,台北市,,臺北市政府,12,1,5,,88,2,,0,,1021231,"305887.539,305798.876","2772004.274,2771997.376",
TP2303,,健康路35巷,光復北路210巷,光復北路190巷,台北市,,臺北市政府,12,1,5,,150,2,,0,,1021231,"305895.781,305903.646#305888.254,305892.552","2772012.062,2771939.43#2772002.173,2771938.166",
TP2304,,長沙公園周遭,環河南路1段,長沙街2段,台北市,,臺北市政府,15,1,5,,120,2,,0,,1021231,"300458.581,300413.492,300460.054","2770443.025,2770465.566,2770508.715",
TP2305,,萬大路(東側),富民路,環河快速道路,台北市,,臺北市政府,25,1,5,,290,2,,0,,1021231,"300206.073,300101.756,300046.394","2768006.673,2767829.728,2767734.045",
TP2306,,中華路2段(西南側),中華路2段416巷,國興路,台北市,,臺北市政府,20,1,5,,458,2,,0,,1021231,"301051.514,301159.663,301376.481","2768961.73,2768837.19,2768639.288",
TP2307,,西藏路(北側),莒光路333巷,莒光路299巷,台北市,,臺北市政府,30,1,5,,178,2,,0,,1021231,"300192.883,300370.769","2769125.032,2769134.769",
TP2308,,莒光路(南側-1),莒光路333巷,莒光路299巷,台北市,,臺北市政府,25,1,5,,138,2,,0,,1021231,"300211.613,300367.5","2769300.998,2769309.658",
TP2309,,莒光路(北側),西園路2段113巷,興寧街,台北市,,臺北市政府,25,1,5,,141.37,2,,0,,1021231,"300289.732,300430.998","2769326.208,2769331.602",
TP2310,,莒光路北側人行道,萬大路,汕頭街54巷,台北市,,臺北市政府,25,1,5,,98.11,2,,0,,1021231,"300527.962,300626.045","2769336.612,2769339.08",
TP2311,,環河南路2段(東側),和平西路3段,和平西路3段302巷,台北市,,臺北市政府,25,1,5,,91.96,2,,0,,1021231,"299874.712,299817.351","2769753.131,2769681.256",
TP2312,,環河南路2段東側人行道,廣州街,和平西路3段302巷,台北市,,臺北市政府,25,1,5,,151,2,,0,,1021231,"299918.387,299918.187,299917.178,299953.055,300022.579","2769813.991,2769813.658,2769813.543,2769854.547,2769938.874",
TP2313,,三角形區塊,羅斯福路6段142巷,景福街,台北市,,臺北市政府,8,1,5,,600,2,,0,,1021231,"304187.756,304106.387,304094.282,304086.674,304070.11,304077.158,304187.454","2765673.506,2765496.511,2765494.248,2765503.633,2765710.147,2765714.827,2765673.394",
TP2314,,保儀路,木柵路3段66巷,忠順街87巷,台北市,,臺北市政府,15,1,5,,150,2,,0,,1021231,"307276.395,307366.811","2764301.937,2764432.135",
TP2315,,羅斯福路5段(東側),興隆路1段,羅斯福路5段211巷17弄,台北市,,臺北市政府,40,1,5,,225,2,,0,,1021231,"304392.972,304386.14,304391.221,304403.355","2766360.963,2766251.498,2766192.258,2766136.148",
TP2316,,羅斯福路5段東側人行道,萬盛街,小巷,台北市,,臺北市政府,40,1,5,,90,2,,0,,1021231,"304336.602,304386.207","2766779.105,2766691.575",
TP2317,,景華街49巷(東側),景興路46巷,景華街,台北市,,臺北市政府,10,1,5,,110,2,,0,,1021231,"304804.361,304806.97","2765440.028,2765343.118",
TP2318,,興隆路2段275巷(西側),興隆路2段301巷21弄,興隆路2段,台北市,,臺北市政府,10,1,5,,70,2,,0,,1021231,"305771.176,305797.458","2766075.084,2766140.432",
TP2319,,中強公園,松仁路,信義路車行地下道西口,台北市,,臺北市政府,4,1,5,,127,2,,0,,1021231,"307357.734,307484.893","2769316.718,2769316.699",
TP1002,,捷運淡水線高架下之線型公園內,民權西路站,北投站,台北市,,臺北市政府,15,1,7,,8882.98,1.5,,0,,860430,"302411.652,302373.303,302425.245,302480.601,302588.724,302731.374,302899.916,303112.331,303158.026,303113.564,302989.977,302863.173,302747.518,302723.374,302696.787,302670.266,302646.198,302596.193,302454.603,302208.571,302084.407,302001.77,301971.234,301823.252,301760.067,301668.69,301553.626,301404.222,301230.927,301085.925,301001.446,300895.295,300767.483,300724.149,300669.921,300624.265,300600.242,300560.797,300536.503,300509.992,300485.635,300461.382,300413.372,300331.421","2772847.16,2772981.041,2773274.552,2773781.194,2774180.595,2774571.49,2774994.722,2775650.296,2775960.624,2776187.968,2776505.28,2776821.141,2777072.579,2777160.656,2777332.798,2777461.851,2777530.544,2777603.569,2777835.414,2778215.51,2778430.146,2778546.137,2778593.318,2778814.401,2778934.676,2779069.909,2779149.115,2779189.423,2779227.539,2779250.698,2779269.765,2779286.537,2779324.828,2779344.051,2779391.147,2779438.275,2779498.443,2779638.197,2779771.582,2779904.848,2780055.402,2780177.932,2780289.741,2780417.928",
TP1003,,大安森林公園周邊新生南路及建國南路人行道,信義路,和平東路,台北市,,臺北市政府,40,1,7,,2358,1.5,,0,,911231,"304240.019,304232.397,304001.646,304008.926,303992.244,303910.208,303780.89,304238.909","2769573.706,2768748.017,2768783.768,2768856.792,2768966.496,2769193.356,2769588.063,2769573.702",
TP1004,,內湖五期重劃區道路(單側人行道),舊宗路,Y3道路,台北市,,臺北市政府,20,1,7,,1300,1.5,,0,,961231,"308675.292,309204.388,309077.787,309008.426#309034.131,309155.665,309279.926,309215.146","2772264.648,2772570.549,2772798.184,2772832.332#2772884.173,2772824.33,2772624.71,2772579.236",
TP1005,,洲美街,13號道路,北投焚化爐,台北市,,臺北市政府,15,1,7,,506,2,,0,,970930,"300326.423,300358.548","2778251.955,2777746.309",施工中
TP1006,,思源親水通廊,汀州路、思源路口,水岸廣場,台北市,,臺北市政府,20,1,7,,500,1.5,,0,,971231,"303337.756,303510.275,303641.487,303718.113","2767184.346,2767359.478,2767462.894,2767535.304",
TP1007,,吳興街220巷北側新闢道路,吳興街220巷59弄,信安街103巷,台北市,,臺北市政府,15,1,7,,421,1.5,,0,,970531,"306508.672,306825.835","2768688.12,2768965.357",
TP1008,,樂群二路北側,明水路,堤頂大道2段,台北市,,臺北市政府,20,1,7,,1100,1.5,,0,,990630,"305701.01,306177.275,306421.933,306559.315,306666.501,306742.08","2774763.296,2774759.822,2774753.854,2774757.414,2774769.379,2774812.782",
TP1009,,敬業三路,北安路,美堤河濱公園,台北市,,臺北市政府,20,1,7,,1700,1.5,,0,,990630,"306118.987,306130.888#306105.979,306104.799","2775245.08,2774461.554#2775243.918,2774476.511",
