發生年度,發生月,發生日,發生時-Hours,發生分,處理別-編號,區序,肇事地點,死亡人數,2-30日死亡人數,受傷人數,當事人序號,車種,天候,道路照明設備,道路類別,速限-速度限制,道路型態,事故位置,路面狀況1,路面狀況2,路面狀況3,道路障礙1,道路障礙2,號誌1,號誌2,車道劃分-分向,車道劃分-分道1,車道劃分-分道2,車道劃分-分道3,事故類型及型態,性別,年齡,受傷程度,主要傷處,保護裝置,行動電話,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位1,車輛撞擊部位2,肇因碼-個別,肇因碼-主要,個人肇逃否,職業,座標-X,座標-Y
113,7,10,18,55,2,10文山區,文山區辛亥路4段與辛亥路4段166巷口,0,0,2,1,C03,8,5,5,50,3,1,1,5,4,5,13,2,1,1,4,5,2,16,2,50,2,8,6,1,7,5,1,10,1,12,,71,,1,21,121.5563244,25.0036984
113,7,10,18,55,2,10文山區,文山區辛亥路4段與辛亥路4段166巷口,0,0,2,2,C03,8,5,5,50,3,1,1,5,4,5,13,2,1,1,4,5,2,16,2,44,2,9,6,1,7,9,1,10,1,11,,44,,1,21,121.5563244,25.0036984
113,7,10,18,58,2,03中山區,中山區長安西路19巷2弄與長安西路口,0,0,2,1,C03,8,5,5,50,4,1,1,5,4,5,13,1,1,5,4,4,2,16,1,52,3,10,3,4,7,5,1,10,1,12,,8,,1,21,121.5202636,25.05019925
113,7,10,18,58,2,03中山區,中山區長安西路19巷2弄與長安西路口,0,0,2,2,C03,8,5,5,50,4,1,1,5,4,5,13,1,1,5,4,4,2,16,2,42,2,8,3,4,7,9,1,10,1,11,,44,,1,21,121.5202636,25.05019925
113,7,10,18,58,2,03中山區,中山區長安西路19巷2弄與長安西路口,0,0,2,3,H02,8,5,5,50,4,1,1,5,4,5,13,1,1,5,4,4,2,16,2,42,2,7,3,5,7,21,8,20,10,16,,67,,1,22,121.5202636,25.05019925
113,7,10,19,2,2,07信義區,信義區松隆路57號,0,0,2,1,C03,7,5,5,50,14,9,1,5,4,5,13,1,1,1,4,5,2,13,1,27,2,8,3,4,7,9,1,10,1,11,,108,,1,22,121.5688688,25.04458687
113,7,10,19,2,2,07信義區,信義區松隆路57號,0,0,2,2,C03,7,5,5,50,14,9,1,5,4,5,13,1,1,1,4,5,2,13,1,34,2,8,3,4,7,14,1,10,1,13,,44,,1,22,121.5688688,25.04458687
113,7,10,19,5,2,05中正區,中正區羅斯福路4段與羅斯福路4段136巷口,0,0,2,2,F01,7,5,5,30,3,1,1,5,4,5,13,4,4,1,5,5,2,17,2,22,2,9,4,1,7,11,8,20,9,11,,11,,1,22,121.5359202,25.0129342
113,7,10,19,5,2,05中正區,中正區羅斯福路4段與羅斯福路4段136巷口,0,0,2,1,C03,7,5,5,30,3,1,1,5,4,5,13,4,4,1,5,5,2,17,1,60,2,9,5,1,7,9,1,10,9,11,,108,,1,22,121.5359202,25.0129342
113,7,10,19,35,2,11南港區,南港區南港路1段與興中路口口,0,0,2,1,C03,8,5,5,50,4,2,1,5,4,5,13,1,1,5,4,5,2,17,1,18,2,7,5,1,7,5,1,10,2,12,,8,,1,21,121.607516,25.0544843
113,7,10,19,35,2,11南港區,南港區南港路1段與興中路口口,0,0,2,2,B03,8,5,5,50,4,2,1,5,4,5,13,1,1,5,4,5,2,17,1,49,3,10,7,1,7,9,1,8,2,1,,44,,1,21,121.607516,25.0544843
113,7,10,19,35,2,11南港區,南港區南港路1段與興中路口口,0,0,2,3,C03,8,5,5,50,4,2,1,5,4,5,13,1,1,5,4,5,2,17,1,24,2,9,5,1,7,9,1,10,2,14,,16,,1,21,121.607516,25.0544843
113,7,10,19,44,2,03中山區,中山區樂群二路154號,0,0,1,1,B12,7,5,5,50,14,9,1,5,4,5,13,4,4,3,4,5,2,12,1,34,3,10,7,1,7,1,1,8,1,4,,19,,1,22,121.5573809,25.0798778
113,7,10,19,44,2,03中山區,中山區樂群二路154號,0,0,1,2,B03,7,5,5,50,14,9,1,5,4,5,13,4,4,3,4,5,2,12,2,54,2,1,7,2,7,9,1,8,1,5,,13,,1,22,121.5573809,25.0798778
113,7,10,19,44,2,03中山區,中山區樂群二路154號,0,0,1,9,B03,7,5,5,50,14,9,1,5,4,5,13,4,4,3,4,5,2,12,1,27,4,11,3,4,7,21,7,19,11,6,,44,,1,22,121.5573809,25.0798778
113,7,10,19,44,2,03中山區,中山區樂群二路154號,0,0,1,8,C03,7,5,5,50,14,9,1,5,4,5,13,4,4,3,4,5,2,12,1,29,4,11,3,4,7,21,7,19,11,12,,44,,1,22,121.5573809,25.0798778
113,7,10,19,44,2,03中山區,中山區樂群二路154號,0,0,1,7,C03,7,5,5,50,14,9,1,5,4,5,13,4,4,3,4,5,2,12,2,51,4,11,3,4,7,21,7,19,11,12,,44,,1,22,121.5573809,25.0798778
113,7,10,19,44,2,03中山區,中山區樂群二路154號,0,0,1,6,C03,7,5,5,50,14,9,1,5,4,5,13,4,4,3,4,5,2,12,2,57,4,11,3,4,7,21,7,19,11,12,,44,,1,22,121.5573809,25.0798778
113,7,10,19,44,2,03中山區,中山區樂群二路154號,0,0,1,5,C04,7,5,5,50,14,9,1,5,4,5,13,4,4,3,4,5,2,12,3,0,,,,,,,,,,,,67,,1,,121.5573809,25.0798778
113,7,10,19,44,2,03中山區,中山區樂群二路154號,0,0,1,4,C03,7,5,5,50,14,9,1,5,4,5,13,4,4,3,4,5,2,12,1,29,3,10,3,4,7,21,7,19,11,12,,44,,1,22,121.5573809,25.0798778
113,7,10,19,44,2,03中山區,中山區樂群二路154號,0,0,1,3,C03,7,5,5,50,14,9,1,5,4,5,13,4,4,3,4,5,2,12,1,38,3,10,3,4,7,13,7,19,10,12,,44,,1,22,121.5573809,25.0798778
113,7,10,19,47,2,02萬華區,萬華區漢口街2段90巷與漢口街2段90巷8弄口,0,0,1,1,C03,7,5,5,30,4,1,1,5,4,5,13,4,4,10,5,5,1,15,1,47,3,10,3,4,7,9,1,10,1,12,,14,,1,22,121.5042233,25.0458104
113,7,10,19,47,2,02萬華區,萬華區漢口街2段90巷與漢口街2段90巷8弄口,0,0,1,2,C03,7,5,5,30,4,1,1,5,4,5,13,4,4,10,5,5,1,15,2,41,2,9,3,4,7,9,6,18,1,11,,14,,1,22,121.5042233,25.0458104
113,7,10,19,57,2,06松山區,松山區塔悠路與南京東路5段389巷15弄口,0,0,1,1,C03,8,5,5,50,3,2,1,5,4,5,13,3,1,1,4,5,2,3,1,21,3,10,6,1,7,9,1,10,1,11,,42,,1,22,121.5700314,25.05259717
113,7,10,19,57,2,06松山區,松山區塔悠路與南京東路5段389巷15弄口,0,0,1,2,H01,8,5,5,50,3,2,1,5,4,5,13,3,1,1,4,5,2,3,1,68,2,9,4,5,8,18,8,20,1,16,,67,,1,22,121.5700314,25.05259717
113,7,10,21,14,2,01大同區,大同區延平北路2段與民生西路口,0,0,1,1,C03,8,5,5,50,4,1,1,5,4,5,13,2,1,5,4,5,2,17,1,25,2,9,3,4,7,9,1,10,2,11,,42,,1,21,121.5115678,25.0569344
113,7,10,21,14,2,01大同區,大同區延平北路2段與民生西路口,0,0,1,2,B02,8,5,5,50,4,1,1,5,4,5,13,2,1,5,4,5,2,17,1,46,3,10,3,4,7,5,1,8,2,2,,42,,1,21,121.5115678,25.0569344
113,7,10,21,15,2,08士林區,士林區社正路與社正路口交叉口,0,0,1,1,B01,8,5,5,50,5,1,1,5,4,5,13,4,4,5,5,5,2,17,1,63,3,10,3,4,7,9,1,4,2,8,,44,,1,21,121.5095974,25.0888405
113,7,10,21,15,2,08士林區,士林區社正路與社正路口交叉口,0,0,1,2,C04,8,5,5,50,5,1,1,5,4,5,13,4,4,5,5,5,2,17,1,54,2,9,3,4,7,6,1,9,2,13,,14,,1,21,121.5095974,25.0888405
113,7,10,21,45,2,02萬華區,萬華區環河南路2段175巷與環河南路2段口,0,0,1,1,C03,8,5,5,50,4,1,1,5,4,5,13,1,1,8,3,5,1,17,2,62,2,9,5,1,7,5,1,10,1,14,,8,,1,21,121.4921686,25.0329704
113,7,10,21,45,2,02萬華區,萬華區環河南路2段175巷與環河南路2段口,0,0,1,2,B03,8,5,5,50,4,1,1,5,4,5,13,1,1,8,3,5,1,17,1,40,3,10,7,1,7,9,1,8,1,2,,44,,1,21,121.4921686,25.0329704
113,7,10,22,12,2,07信義區,信義區松德路200巷13號,0,0,1,1,B03,7,5,5,30,14,9,1,5,4,5,13,4,4,9,5,5,2,17,2,20,3,10,3,4,7,9,3,18,2,8,,4,,1,22,121.5734995,25.0344945
113,7,10,22,12,2,07信義區,信義區松德路200巷13號,0,0,1,2,C03,7,5,5,30,14,9,1,5,4,5,13,4,4,9,5,5,2,17,1,44,2,3,3,4,7,9,1,10,2,11,,44,,1,21,121.5734995,25.0344945
113,7,10,22,12,2,07信義區,信義區松德路200巷13號,0,0,1,3,C03,7,5,5,30,14,9,1,5,4,5,13,4,4,9,5,5,2,17,3,0,,,,,,,,,9,,,67,,,,121.5734995,25.0344945
113,7,10,22,12,2,07信義區,信義區松德路200巷13號,0,0,1,4,C03,7,5,5,30,14,9,1,5,4,5,13,4,4,9,5,5,2,17,3,0,,,,,,,,,9,,,67,,,,121.5734995,25.0344945
113,7,10,22,12,2,07信義區,信義區松德路200巷13號,0,0,1,5,C03,7,5,5,30,14,9,1,5,4,5,13,4,4,9,5,5,2,17,3,30,,,,,,,,,9,,,67,,,,121.5734995,25.0344945
113,7,10,22,12,2,07信義區,信義區松德路200巷13號,0,0,1,6,C03,7,5,5,30,14,9,1,5,4,5,13,4,4,9,5,5,2,17,3,75,,,,,,,,,9,,,67,,,,121.5734995,25.0344945
113,7,10,22,12,2,07信義區,信義區松德路200巷13號,0,0,1,7,C03,7,5,5,30,14,9,1,5,4,5,13,4,4,9,5,5,2,17,3,40,,,,,,,,,9,,,67,,,,121.5734995,25.0344945
113,7,10,22,12,2,07信義區,信義區松德路200巷13號,0,0,1,8,C03,7,5,5,30,14,9,1,5,4,5,13,4,4,9,5,5,2,17,3,0,,,,,,,,,9,,,67,,,,121.5734995,25.0344945
113,7,10,22,12,2,07信義區,信義區松德路200巷13號,0,0,1,9,C03,7,5,5,30,14,9,1,5,4,5,13,4,4,9,5,5,2,17,3,39,,,,,,,,,9,,,67,,,,121.5734995,25.0344945
113,7,10,22,12,2,07信義區,信義區松德路200巷13號,0,0,1,10,C03,7,5,5,30,14,9,1,5,4,5,13,4,4,9,5,5,2,17,3,0,,,,,,,,,9,,,67,,,,121.5734995,25.0344945
113,7,10,22,12,2,07信義區,信義區松德路200巷13號,0,0,1,11,C03,7,5,5,30,14,9,1,5,4,5,13,4,4,9,5,5,2,17,3,0,,,,,,,,,9,,,67,,,,121.5734995,25.0344945
113,7,10,22,12,2,07信義區,信義區松德路200巷13號,0,0,1,12,C03,7,5,5,30,14,9,1,5,4,5,13,4,4,9,5,5,2,17,3,0,,,,,,,,,9,,,67,,,,121.5734995,25.0344945
113,7,10,22,25,2,10文山區,文山區木柵路5段(深坑幹109),0,0,2,1,C03,8,5,5,50,14,9,1,5,4,5,13,1,1,5,4,5,2,13,2,28,2,7,5,1,7,9,1,10,1,11,,108,,1,21,121.5915011,24.9990154
113,7,10,22,25,2,10文山區,文山區木柵路5段(深坑幹109),0,0,2,2,C03,8,5,5,50,14,9,1,5,4,5,13,1,1,5,4,5,2,13,2,53,2,9,5,1,7,14,1,10,1,13,,44,,1,21,121.5915011,24.9990154
113,7,10,22,27,2,05中正區,中正區和平西路1段與泉州街口,0,0,2,1,F01,8,5,5,50,5,1,1,5,4,5,13,1,1,1,4,5,2,16,1,15,2,9,4,1,7,7,8,20,1,14,,101,,1,21,121.5146439,25.0277192
113,7,10,22,27,2,05中正區,中正區和平西路1段與泉州街口,0,0,2,2,C03,8,5,5,50,5,1,1,5,4,5,13,1,1,1,4,5,2,16,2,29,2,9,5,1,7,9,1,10,1,11,,44,,1,21,121.5146439,25.0277192
113,7,10,22,27,2,05中正區,中正區和平西路1段與泉州街口,0,0,2,3,B02,8,5,5,50,5,1,1,5,4,5,13,1,1,1,4,5,2,16,1,59,3,10,7,1,7,14,1,8,1,5,,44,,1,21,121.5146439,25.0277192
113,7,11,0,2,2,03中山區,中山區民權東路3段60巷與錦州街口口,0,0,1,1,B02,8,5,5,30,4,1,1,5,4,5,10,4,4,9,5,5,2,15,1,29,3,10,7,1,7,9,1,8,1,4,,14,,1,22,121.542358,25.0602236
113,7,11,0,2,2,03中山區,中山區民權東路3段60巷與錦州街口口,0,0,1,2,C03,8,5,5,30,4,1,1,5,4,5,10,4,4,9,5,5,2,15,2,45,2,9,6,1,7,9,1,10,1,11,,44,,1,22,121.542358,25.0602236
113,7,11,0,2,2,03中山區,中山區民權東路3段60巷與錦州街口口,0,0,1,3,B12,8,5,5,30,4,1,1,5,4,5,10,4,4,9,5,5,2,15,3,0,4,11,3,4,7,13,7,19,11,17,,38,,2,22,121.542358,25.0602236
113,7,11,1,55,2,01大同區,大同區大稻埕堤外便道,0,0,2,1,C04,8,5,7,40,14,11,1,5,4,5,13,4,4,9,4,5,2,11,2,22,2,9,6,4,7,9,1,10,11,14,,42,,2,22,121.5062548,25.0504729
113,7,11,1,55,2,01大同區,大同區大稻埕堤外便道,0,0,2,2,C03,8,5,7,40,14,11,1,5,4,5,13,4,4,9,4,5,2,11,1,26,2,7,6,4,7,9,1,10,9,14,,44,,1,22,121.5062548,25.0504729
113,7,11,3,31,2,07信義區,信義區中坡南路與中坡南路12巷口口,0,0,1,1,B01,8,5,5,30,4,1,1,5,4,5,13,4,4,9,5,4,2,17,1,60,3,10,7,1,7,1,6,18,2,4,,19,,1,22,121.5825516,25.0436657
113,7,11,3,31,2,07信義區,信義區中坡南路與中坡南路12巷口口,0,0,1,2,C03,8,5,5,30,4,1,1,5,4,5,13,4,4,9,5,4,2,17,1,42,2,9,6,1,7,9,1,10,2,11,,108,,1,22,121.5825516,25.0436657
113,7,11,6,22,2,03中山區,中山區中山北路2段與民權東路1段口,0,0,2,1,C03,8,5,5,50,4,2,1,5,4,5,13,2,1,5,4,5,2,3,1,22,2,9,3,4,7,9,1,10,1,11,,108,,1,21,121.5226844,25.0630488
113,7,11,6,22,2,03中山區,中山區中山北路2段與民權東路1段口,0,0,2,2,H01,8,5,5,50,4,2,1,5,4,5,13,2,1,5,4,5,2,3,1,61,2,9,4,5,8,16,8,20,10,16,,53,,1,21,121.5226844,25.0630488
113,7,11,7,16,2,04大安區,大安區大安路1段與復興南路1段107巷口口,0,0,1,1,B02,8,6,5,30,4,1,1,5,4,5,13,4,4,10,4,5,2,17,1,56,3,10,7,1,7,9,1,4,1,2,,72,,1,22,121.5461886,25.0435911
113,7,11,7,16,2,04大安區,大安區大安路1段與復興南路1段107巷口口,0,0,1,2,C03,8,6,5,30,4,1,1,5,4,5,13,4,4,10,4,5,2,17,1,51,2,9,5,1,7,9,1,10,1,14,,13,,1,22,121.5461886,25.0435911
113,7,11,7,17,2,08士林區,士林區中山北路4段與新生高架道路口,0,0,2,1,C03,8,7,5,50,4,1,1,5,4,5,13,2,1,1,4,5,1,13,2,36,2,9,6,1,7,9,1,10,1,11,,108,,1,21,121.5250922,25.07702579
113,7,11,7,17,2,08士林區,士林區中山北路4段與新生高架道路口,0,0,2,2,C03,8,7,5,50,4,1,1,5,4,5,13,2,1,1,4,5,1,13,2,58,2,9,6,1,7,14,1,10,1,13,,44,,1,21,121.5250922,25.07702579
113,7,11,7,39,2,04大安區,大安區忠孝東路3段150號,0,0,1,1,B03,8,6,5,50,3,1,1,5,4,5,13,4,4,10,4,5,2,17,2,34,3,10,7,1,7,1,3,18,2,7,,19,,1,21,121.5380627,25.0416124
113,7,11,7,39,2,04大安區,大安區忠孝東路3段150號,0,0,1,2,C03,8,6,5,50,3,1,1,5,4,5,13,4,4,10,4,5,2,17,1,47,2,9,5,1,7,9,1,10,2,11,,44,,1,21,121.5380627,25.0416124
113,7,11,7,43,2,07信義區,信義區信義路5段與基隆路2段口,0,0,1,1,C03,8,5,5,50,4,1,1,5,4,5,13,1,1,1,4,5,1,13,1,25,3,10,6,1,7,6,1,10,2,11,,16,,1,21,121.5596019,25.0329257
113,7,11,7,43,2,07信義區,信義區信義路5段與基隆路2段口,0,0,1,2,C03,8,5,5,50,4,1,1,5,4,5,13,1,1,1,4,5,1,13,2,42,2,8,6,1,7,6,1,10,2,13,,44,,1,21,121.5596019,25.0329257
113,7,11,7,45,2,02萬華區,萬華區桂林路與西園路1段口,0,0,2,1,C03,7,6,5,50,4,2,1,5,4,5,13,2,1,5,4,5,2,17,1,40,2,9,6,1,7,5,1,10,1,11,,71,,1,21,121.4997249,25.0383965
113,7,11,7,45,2,02萬華區,萬華區桂林路與西園路1段口,0,0,2,2,C03,7,6,5,50,4,2,1,5,4,5,13,2,1,5,4,5,2,17,1,25,2,9,6,1,7,9,1,10,1,14,,13,,1,21,121.4997249,25.0383965
113,7,11,7,56,2,11南港區,南港區南港路1段與中南街口,0,0,1,1,C03,8,7,5,50,3,1,1,5,4,5,13,1,1,5,4,5,2,16,1,54,3,10,5,1,7,5,6,18,1,12,,8,,1,22,121.6153538,25.0552065
113,7,11,7,56,2,11南港區,南港區南港路1段與中南街口,0,0,1,2,C03,8,7,5,50,3,1,1,5,4,5,13,1,1,5,4,5,2,16,1,27,2,9,5,1,7,9,1,10,1,11,,44,,1,22,121.6153538,25.0552065
113,7,11,8,0,2,05中正區,中正區南陽街與許昌街口,0,0,1,2,H01,8,6,5,30,4,2,1,5,4,5,13,4,4,10,5,5,2,3,1,49,2,7,4,5,8,16,8,20,10,16,,67,,1,22,121.5160506,25.0455238
113,7,11,8,0,2,05中正區,中正區南陽街與許昌街口,0,0,1,1,C03,8,6,5,30,4,2,1,5,4,5,13,4,4,10,5,5,2,3,1,45,4,11,5,1,7,5,1,10,11,14,,108,,2,21,121.5160506,25.0455238
113,7,11,8,0,2,10文山區,文山區木新路2段與木新路2段66巷口,0,0,3,2,C03,8,6,5,50,4,1,1,5,4,5,13,4,4,5,4,5,2,13,2,38,2,9,6,1,7,14,1,10,2,13,,44,,1,21,121.5706116,24.9857317
113,7,11,8,0,2,10文山區,文山區木新路2段與木新路2段66巷口,0,0,3,3,C03,8,6,5,50,4,1,1,5,4,5,13,4,4,5,4,5,2,13,1,47,2,9,6,1,7,14,1,10,2,13,,44,,1,21,121.5706116,24.9857317
113,7,11,8,0,2,10文山區,文山區木新路2段與木新路2段66巷口,0,0,3,4,H02,8,6,5,50,4,1,1,5,4,5,13,4,4,5,4,5,2,13,1,9,2,9,5,5,7,17,8,20,10,16,,67,,1,21,121.5706116,24.9857317
113,7,11,8,0,2,10文山區,文山區木新路2段與木新路2段66巷口,0,0,3,1,B01,8,6,5,50,4,1,1,5,4,5,13,4,4,5,4,5,2,13,1,66,3,10,7,1,7,9,1,4,2,1,,108,,1,21,121.5706116,24.9857317
113,7,11,8,5,2,09北投區,北投區大度路157號,0,0,4,1,C03,8,6,5,50,14,12,1,5,4,5,13,4,4,1,5,1,1,17,2,32,2,9,5,1,7,9,1,10,2,11,,42,,1,21,121.4919215,25.1214521
113,7,11,8,5,2,09北投區,北投區大度路157號,0,0,4,2,C03,8,6,5,50,14,12,1,5,4,5,13,4,4,1,5,1,1,17,1,24,2,9,5,1,7,9,1,10,2,11,,44,,1,21,121.4919215,25.1214521
113,7,11,8,5,2,09北投區,北投區大度路157號,0,0,4,3,C03,8,6,5,50,14,12,1,5,4,5,13,4,4,1,5,1,1,17,2,52,2,9,5,1,7,9,1,10,2,12,,16,,1,21,121.4919215,25.1214521
113,7,11,8,5,2,09北投區,北投區大度路157號,0,0,4,4,C03,8,6,5,50,14,12,1,5,4,5,13,4,4,1,5,1,1,17,2,41,2,9,5,1,7,9,1,10,2,14,,16,,1,21,121.4919215,25.1214521
113,7,11,8,15,2,10文山區,文山區羅斯福路5段163號,0,0,1,1,B03,8,6,5,50,14,9,1,5,4,5,13,4,4,1,4,5,2,12,1,58,3,10,7,1,7,9,1,8,2,2,,17,,2,21,121.5386972,25.0030717
113,7,11,8,15,2,10文山區,文山區羅斯福路5段163號,0,0,1,2,C03,8,6,5,50,14,9,1,5,4,5,13,4,4,1,4,5,2,12,2,47,2,9,6,1,7,9,1,10,2,14,,44,,1,21,121.5386972,25.0030717
113,7,11,8,15,2,12內湖區,內湖區康寧路3段99巷與康寧路3段口口,0,0,2,1,C03,8,6,5,40,3,1,1,5,4,5,13,4,4,9,4,4,2,13,2,59,2,9,6,1,7,9,1,10,1,11,,108,,1,21,121.609661,25.07163373
113,7,11,8,15,2,12內湖區,內湖區康寧路3段99巷與康寧路3段口口,0,0,2,2,C03,8,6,5,40,3,1,1,5,4,5,13,4,4,9,4,4,2,13,2,41,2,9,6,1,7,14,1,10,1,13,,44,,1,21,121.609661,25.07163373
113,7,11,8,22,2,12內湖區,內湖區瑞光路76巷與民權東路6段21巷口,0,0,1,1,B03,8,7,5,50,3,1,1,5,4,5,13,4,4,5,5,5,2,16,1,49,3,10,7,1,7,5,1,8,1,1,,8,,1,21,121.5795327,25.0695865
113,7,11,8,22,2,12內湖區,內湖區瑞光路76巷與民權東路6段21巷口,0,0,1,2,C03,8,7,5,50,3,1,1,5,4,5,13,4,4,5,5,5,2,16,1,35,2,9,5,1,7,9,1,10,1,11,,108,,1,21,121.5795327,25.0695865
113,7,11,8,23,2,10文山區,文山區新光路1段與新光路1段31巷口,0,0,1,1,B01,8,6,5,30,3,1,1,5,4,5,13,2,1,9,5,5,2,2,1,57,3,10,7,1,7,6,1,8,9,17,,70,,2,21,121.573763,24.9894551
113,7,11,8,23,2,10文山區,文山區新光路1段與新光路1段31巷口,0,0,1,2,H01,8,6,5,30,3,1,1,5,4,5,13,2,1,9,5,5,2,2,2,42,2,8,4,5,8,16,8,20,10,16,,67,,1,21,121.573763,24.9894551
113,7,11,8,23,2,10文山區,文山區新光路1段與新光路1段31巷口,0,0,1,3,B12,8,6,5,30,3,1,1,5,4,5,13,2,1,9,5,5,2,2,1,46,3,10,7,1,7,14,1,8,9,17,,38,,1,21,121.573763,24.9894551
113,7,11,8,32,2,08士林區,士林區中正路與承德路4段口,0,0,2,1,C03,8,7,5,50,4,1,1,5,4,5,13,1,1,1,5,5,2,13,2,25,2,8,6,1,7,9,1,10,1,11,,16,,1,21,121.5156556,25.09042099
113,7,11,8,32,2,08士林區,士林區中正路與承德路4段口,0,0,2,2,C03,8,7,5,50,4,1,1,5,4,5,13,1,1,1,5,5,2,13,2,74,2,8,6,1,7,14,3,18,1,13,,44,,1,21,121.5156556,25.09042099
113,7,11,9,13,2,03中山區,中山區樂群二路與堤頂大道2段口,0,0,1,1,B03,8,5,5,50,4,1,1,5,4,5,13,1,1,1,4,5,2,16,2,41,3,10,7,1,7,6,1,8,1,5,,9,,1,21,121.5627305,25.0804756
113,7,11,9,13,2,03中山區,中山區樂群二路與堤頂大道2段口,0,0,1,2,C03,8,5,5,50,4,1,1,5,4,5,13,1,1,1,4,5,2,16,1,28,2,9,6,1,7,9,1,10,1,14,,99,,1,21,121.5627305,25.0804756
113,7,11,9,20,2,12內湖區,內湖區民權東路6段123巷與民權東路6段口口,0,0,2,1,B03,8,6,5,50,4,1,1,5,4,5,13,2,1,9,4,5,2,16,2,66,3,10,7,1,7,6,1,8,1,2,,9,,1,21,121.5937807,25.069232
113,7,11,9,20,2,12內湖區,內湖區民權東路6段123巷與民權東路6段口口,0,0,2,2,C03,8,6,5,50,4,1,1,5,4,5,13,2,1,9,4,5,2,16,1,29,2,9,6,1,7,9,1,10,1,14,,44,,1,21,121.5937807,25.069232
113,7,11,9,20,2,12內湖區,內湖區民權東路6段123巷與民權東路6段口口,0,0,2,3,C03,8,6,5,50,4,1,1,5,4,5,13,2,1,9,4,5,2,16,1,60,2,7,6,1,7,14,1,10,1,14,,44,,1,21,121.5937807,25.069232
113,7,11,9,38,2,01大同區,大同區鄭州路與塔城街口,0,0,1,1,C03,8,6,5,40,4,2,1,5,4,5,13,1,1,1,4,5,2,17,1,26,4,11,5,4,7,9,1,10,11,11,,16,,2,22,121.5103429,25.0501076
113,7,11,9,38,2,01大同區,大同區鄭州路與塔城街口,0,0,1,2,C03,8,6,5,40,4,2,1,5,4,5,13,1,1,1,4,5,2,17,2,34,2,9,6,1,7,15,1,10,11,13,,44,,1,21,121.5103429,25.0501076
113,7,11,9,43,2,06松山區,松山區光復北路11巷與吉祥路口,0,0,1,1,B01,8,7,5,50,4,18,1,5,4,5,13,2,1,5,5,5,2,3,1,56,4,11,3,4,7,7,7,19,9,15,,118,,2,22,121.5625547,25.05035875
113,7,11,9,43,2,06松山區,松山區光復北路11巷與吉祥路口,0,0,1,2,H01,8,7,5,50,4,18,1,5,4,5,13,2,1,5,5,5,2,3,1,45,2,8,4,5,8,16,8,20,10,16,,118,,1,21,121.5625547,25.05035875
113,7,11,9,44,2,04大安區,大安區基隆路2段與基隆路2段291巷口,0,0,1,1,C03,8,5,5,50,14,9,1,5,4,5,13,4,4,1,4,5,2,13,2,19,2,8,6,1,7,9,1,10,1,11,,16,,1,21,121.5492478,25.0213016
113,7,11,9,44,2,04大安區,大安區基隆路2段與基隆路2段291巷口,0,0,1,2,C03,8,5,5,50,14,9,1,5,4,5,13,4,4,1,4,5,2,13,2,25,3,10,6,1,7,9,1,10,1,13,,44,,1,21,121.5492478,25.0213016
113,7,11,10,5,2,06松山區,松山區八德路4段與東興路口,0,0,1,1,B12,8,5,5,50,4,1,1,5,4,5,13,2,1,9,4,5,2,17,1,54,3,10,7,1,7,5,1,4,1,17,,71,,1,21,121.5655474,25.0489636
113,7,11,10,5,2,06松山區,松山區八德路4段與東興路口,0,0,1,2,C03,8,5,5,50,4,1,1,5,4,5,13,2,1,9,4,5,2,17,1,20,2,8,5,1,7,9,1,10,1,12,,44,,1,21,121.5655474,25.0489636
113,7,11,10,7,2,12內湖區,內湖區新明路與南京東路6段368巷口,0,0,1,1,B03,8,5,8,50,3,1,1,5,4,5,13,2,1,5,4,5,2,13,1,72,3,10,7,1,7,5,1,4,2,1,,8,,1,21,121.5878661,25.0583846
113,7,11,10,7,2,12內湖區,內湖區新明路與南京東路6段368巷口,0,0,1,2,C03,8,5,8,50,3,1,1,5,4,5,13,2,1,5,4,5,2,13,2,19,2,9,5,1,7,9,1,10,2,11,,44,,1,21,121.5878661,25.0583846
113,7,11,10,15,2,07信義區,信義區松勤街118號,0,0,1,1,B03,8,7,5,50,14,9,1,5,4,3,13,4,4,8,5,5,2,17,1,60,3,10,3,4,7,1,1,8,1,5,,19,,1,21,121.5674864,25.0319443
113,7,11,10,15,2,07信義區,信義區松勤街118號,0,0,1,2,C03,8,7,5,50,14,9,1,5,4,3,13,4,4,8,5,5,2,17,2,30,2,9,6,4,7,9,1,10,1,14,,44,,1,21,121.5674864,25.0319443
113,7,11,10,15,2,07信義區,信義區松勤街118號,0,0,1,3,B11,8,7,5,50,14,9,1,5,4,3,13,4,4,8,5,5,2,17,1,36,3,10,3,4,7,14,1,8,1,17,,44,,1,21,121.5674864,25.0319443
113,7,11,10,24,2,04大安區,大安區忠孝東路4段與敦化南路1段口,0,0,1,1,C03,8,6,5,50,4,1,1,5,4,5,13,1,1,1,3,5,2,13,2,27,2,9,6,1,7,9,1,10,1,11,,16,,1,21,121.5490974,25.0415852
113,7,11,10,24,2,04大安區,大安區忠孝東路4段與敦化南路1段口,0,0,1,2,C03,8,6,5,50,4,1,1,5,4,5,13,1,1,1,3,5,2,13,1,32,3,10,6,1,7,9,1,10,1,13,,44,,1,21,121.5490974,25.0415852
